# #for lambda=450.0nm
# #Distance	rate
1.000000000000000000e+02 2.175532344603259861e+07
1.025252525252525260e+02 2.006094261948429048e+07
1.050505050505050519e+02 1.851465588316234946e+07
1.075757575757575779e+02 1.710415994142504409e+07
1.101010101010101039e+02 1.581149977796080709e+07
1.126262626262626299e+02 1.462860835667446442e+07
1.151515151515151558e+02 1.354459786878283881e+07
1.176767676767676676e+02 1.255034369888343289e+07
1.202020202020202078e+02 1.163702688748890907e+07
1.227272727272727195e+02 1.079892273188563436e+07
1.252525252525252597e+02 1.002601008600282855e+07
1.277777777777777715e+02 9.315381804959001020e+06
1.303030303030303116e+02 8.660374068095238879e+06
1.328282828282828234e+02 8.054280838155484758e+06
1.353535353535353352e+02 7.497589859437634237e+06
1.378787878787878753e+02 6.981159102207017131e+06
1.404040404040404155e+02 6.504514239602982067e+06
1.429292929292929273e+02 6.064021179698515683e+06
1.454545454545454390e+02 5.655572262238143012e+06
1.479797979797979792e+02 5.277239403841955587e+06
1.505050505050505194e+02 4.927081346606322564e+06
1.530303030303030312e+02 4.601130763272076845e+06
1.555555555555555429e+02 4.299413690535461530e+06
1.580808080808080831e+02 4.018581241912687663e+06
1.606060606060605949e+02 3.758167343589714263e+06
1.631313131313131350e+02 3.516150075689299963e+06
1.656565656565656468e+02 3.290420599486816209e+06
1.681818181818181870e+02 3.080694373856885824e+06
1.707070707070706987e+02 2.885086192437733058e+06
1.732323232323232105e+02 2.703179153182529844e+06
1.757575757575757507e+02 2.533314211434194352e+06
1.782828282828282909e+02 2.375340026807415299e+06
1.808080808080808026e+02 2.227739946295677684e+06
1.833333333333333144e+02 2.090054583683876088e+06
1.858585858585858546e+02 1.961490582445275038e+06
1.883838383838383947e+02 1.841237135533350520e+06
1.909090909090909065e+02 1.728945628044169396e+06
1.934343434343434183e+02 1.624048902748004068e+06
1.959595959595959584e+02 1.525799179653485538e+06
1.984848484848484986e+02 1.434033229661311023e+06
2.010101010101010104e+02 1.347998553123430349e+06
2.035353535353535221e+02 1.267540477711544372e+06
2.060606060606060623e+02 1.192311037340652896e+06
2.085858585858585741e+02 1.121717604013163131e+06
2.111111111111110858e+02 1.055554778627889464e+06
2.136363636363636260e+02 9.935025778179779882e+05
2.161616161616161662e+02 9.353832993640669156e+05
2.186868686868686780e+02 8.808069778316972079e+05
2.212121212121211897e+02 8.296426009263427695e+05
2.237373737373737299e+02 7.815981235807944322e+05
2.262626262626262701e+02 7.365576059949102346e+05
2.287878787878787818e+02 6.941993156679859385e+05
2.313131313131312936e+02 6.544285954220715212e+05
2.338383838383838338e+02 6.170471380559502868e+05
2.363636363636363455e+02 5.819378297416275600e+05
2.388888888888888857e+02 5.488966691274441546e+05
2.414141414141413975e+02 5.178362100476326304e+05
2.439393939393939377e+02 4.886856633279994712e+05
2.464646464646464494e+02 4.612277775036889943e+05
2.489898989898989896e+02 4.353626353040696122e+05
2.515151515151515014e+02 4.110315981900923070e+05
2.540404040404040416e+02 3.881537353606263641e+05
2.565656565656565817e+02 3.665734595881766872e+05
2.590909090909091219e+02 3.462876265894114622e+05
2.616161616161616053e+02 3.271736803013337776e+05
2.641414141414140886e+02 3.091642554348831181e+05
2.666666666666666288e+02 2.921630120847831713e+05
2.691919191919191690e+02 2.761486422738730907e+05
2.717171717171717091e+02 2.610902341812834784e+05
2.742424242424242493e+02 2.468477440821777564e+05
2.767676767676767895e+02 2.334267146194775123e+05
2.792929292929292728e+02 2.207827394399073091e+05
2.818181818181818130e+02 2.088448295445134281e+05
2.843434343434342964e+02 1.975797160935705469e+05
2.868686868686868365e+02 1.869478595179714321e+05
2.893939393939393767e+02 1.769170266917456756e+05
2.919191919191919169e+02 1.674342997793276154e+05
2.944444444444444571e+02 1.584925560448026226e+05
2.969696969696969973e+02 1.500405008854647749e+05
2.994949494949494806e+02 1.420590785264901933e+05
3.020202020202020208e+02 1.345178174763901625e+05
3.045454545454545041e+02 1.273853615577362216e+05
3.070707070707070443e+02 1.206553148148232867e+05
3.095959595959595845e+02 1.142902038360041479e+05
3.121212121212121247e+02 1.082806448784964159e+05
3.146464646464646648e+02 1.026017858747411228e+05
3.171717171717171482e+02 9.722380196596334281e+04
3.196969696969696884e+02 9.213785677599630435e+04
3.222222222222221717e+02 8.732693295554757060e+04
3.247474747474747119e+02 8.277309652293656836e+04
3.272727272727272521e+02 7.847274998530675657e+04
3.297979797979797922e+02 7.440154344212505384e+04
3.323232323232323324e+02 7.054580003435513936e+04
3.348484848484848726e+02 6.690053507656892180e+04
3.373737373737373559e+02 6.345146064451642451e+04
3.398989898989898961e+02 6.018432740816129080e+04
3.424242424242423795e+02 5.708829271025719936e+04
3.449494949494949196e+02 5.415730410060924623e+04
3.474747474747474598e+02 5.138262754716121708e+04
3.500000000000000000e+02 4.875540628380800626e+04
