# #for lambda=550.0nm
# #Distance	rate
1.000000000000000000e+02 5.314320721251641544e+02
1.025252525252525260e+02 4.321691655466880206e+02
1.050505050505050519e+02 3.518308403474412671e+02
1.075757575757575779e+02 2.867697249858572945e+02
1.101010101010101039e+02 2.339173363645150232e+02
1.126262626262626299e+02 1.909890582150043201e+02
1.151515151515151558e+02 1.560779662388738416e+02
1.176767676767676676e+02 1.276646520037188282e+02
1.202020202020202078e+02 1.045146087245366573e+02
1.227272727272727195e+02 8.562871742159846633e+01
1.252525252525252597e+02 7.020504541728520564e+01
1.277777777777777715e+02 5.761060013067815788e+01
1.303030303030303116e+02 4.730247691824608580e+01
1.328282828282828234e+02 3.886499571474304560e+01
1.353535353535353352e+02 3.195721674707573001e+01
1.378787878787878753e+02 2.629025097940940370e+01
1.404040404040404155e+02 2.164236204015754694e+01
1.429292929292929273e+02 1.782839444714978683e+01
1.454545454545454390e+02 1.469395156224952892e+01
1.479797979797979792e+02 1.211750056227486461e+01
1.505050505050505194e+02 9.998517213578244522e+00
1.530303030303030312e+02 8.253197545225143372e+00
1.555555555555555429e+02 6.817037784035291814e+00
1.580808080808080831e+02 5.632775847954447634e+00
1.606060606060605949e+02 4.656923064898695230e+00
1.631313131313131350e+02 3.852008410561034157e+00
1.656565656565656468e+02 3.187475495071930620e+00
1.681818181818181870e+02 2.638619938617901006e+00
1.707070707070706987e+02 2.185176568356555382e+00
1.732323232323232105e+02 1.810489729654318980e+00
1.757575757575757507e+02 1.500525165038429698e+00
1.782828282828282909e+02 1.244278306793628719e+00
1.808080808080808026e+02 1.032144192084079481e+00
1.833333333333333144e+02 8.564777076796751265e-01
1.858585858585858546e+02 7.109692947590762202e-01
1.883838383838383947e+02 5.903306873001873400e-01
1.909090909090909065e+02 4.903351032592779823e-01
1.934343434343434183e+02 4.074268627000284249e-01
1.959595959595959584e+02 3.386200941217064608e-01
1.984848484848484986e+02 2.815259708551224871e-01
2.010101010101010104e+02 2.341256072800476651e-01
2.035353535353535221e+02 1.947745539225241296e-01
2.060606060606060623e+02 1.620826414220250811e-01
2.085858585858585741e+02 1.349123986095079053e-01
2.111111111111110858e+02 1.123301127944516115e-01
2.136363636363636260e+02 9.355310714098719060e-02
2.161616161616161662e+02 7.793684502847635087e-02
2.186868686868686780e+02 6.494285631968130246e-02
2.212121212121211897e+02 5.413071235672040765e-02
2.237373737373737299e+02 4.512680933310350001e-02
2.262626262626262701e+02 3.763031810349849737e-02
2.287878787878787818e+02 3.138655211110880777e-02
2.313131313131312936e+02 2.618460766311537374e-02
2.338383838383838338e+02 2.185014965615708973e-02
2.363636363636363455e+02 1.823711134839735987e-02
2.388888888888888857e+02 1.522443084345967076e-02
2.414141414141413975e+02 1.271222112125302423e-02
2.439393939393939377e+02 1.061700818968716944e-02
2.464646464646464494e+02 8.868925501259417379e-03
2.489898989898989896e+02 7.409889144861091237e-03
2.515151515151515014e+02 6.192350363051487422e-03
2.540404040404040416e+02 5.175779729750373120e-03
2.565656565656565817e+02 4.326804478657200748e-03
2.590909090909091219e+02 3.617851811445062672e-03
2.616161616161616053e+02 3.025594837839516021e-03
2.641414141414140886e+02 2.530816121932254626e-03
2.666666666666666288e+02 2.117207714313347477e-03
2.691919191919191690e+02 1.771522793740658904e-03
2.717171717171717091e+02 1.482598326485578492e-03
2.742424242424242493e+02 1.240924696826120263e-03
2.767676767676767895e+02 1.038828697471957030e-03
2.792929292929292728e+02 8.698117548808877901e-04
2.818181818181818130e+02 7.284115742676778877e-04
2.843434343434342964e+02 6.100966397369284380e-04
2.868686868686868365e+02 5.110601258539795031e-04
2.893939393939393767e+02 4.281571724470049998e-04
2.919191919191919169e+02 3.587511534211649134e-04
2.944444444444444571e+02 3.006472418083742915e-04
2.969696969696969973e+02 2.519835175896488781e-04
2.994949494949494806e+02 2.112283479857978287e-04
3.020202020202020208e+02 1.770861838594401695e-04
3.045454545454545041e+02 1.484826698948611462e-04
3.070707070707070443e+02 1.245179965804262695e-04
3.095959595959595845e+02 1.044331152357026884e-04
3.121212121212121247e+02 8.760137115428948931e-05
3.146464646464646648e+02 7.349146927211731796e-05
3.171717171717171482e+02 6.166098254174652040e-05
3.196969696969696884e+02 5.174076390410454644e-05
3.222222222222221717e+02 4.342176273897776150e-05
3.247474747474747119e+02 3.644447834305753863e-05
3.272727272727272521e+02 3.059243766624385782e-05
3.297979797979797922e+02 2.568268606079487733e-05
3.323232323232323324e+02 2.156332393498439678e-05
3.348484848484848726e+02 1.810675607089878931e-05
3.373737373737373559e+02 1.520631542575390585e-05
3.398989898989898961e+02 1.277168380780583355e-05
3.424242424242423795e+02 1.072781109486602070e-05
3.449494949494949196e+02 9.012081594263397191e-06
3.474747474747474598e+02 7.571448440712304315e-06
3.500000000000000000e+02 6.361874665420677138e-06
