# #for lambda=400.0nm
# #Distance	rate
1.000000000000000000e+02 1.407595311647269316e+07
1.025252525252525260e+02 1.269191978143485449e+07
1.050505050505050519e+02 1.145392099899251014e+07
1.075757575757575779e+02 1.034762004211870208e+07
1.101010101010101039e+02 9.355258016699589789e+06
1.126262626262626299e+02 8.464861192004006356e+06
1.151515151515151558e+02 7.665225932426284999e+06
1.176767676767676676e+02 6.947329869284930639e+06
1.202020202020202078e+02 6.301236797324822284e+06
1.227272727272727195e+02 5.719625921867565252e+06
1.252525252525252597e+02 5.194635750541228801e+06
1.277777777777777715e+02 4.721663282291240059e+06
1.303030303030303116e+02 4.294268881941847503e+06
1.328282828282828234e+02 3.907377494215880521e+06
1.353535353535353352e+02 3.558510549963273574e+06
1.378787878787878753e+02 3.241826891681101639e+06
1.404040404040404155e+02 2.955268137825967278e+06
1.429292929292929273e+02 2.695755560919908341e+06
1.454545454545454390e+02 2.460054826148019638e+06
1.479797979797979792e+02 2.246141133638913743e+06
1.505050505050505194e+02 2.052074593896063277e+06
1.530303030303030312e+02 1.875197167617723113e+06
1.555555555555555429e+02 1.714693569349875906e+06
1.580808080808080831e+02 1.568379818802003516e+06
1.606060606060605949e+02 1.435397735837421147e+06
1.631313131313131350e+02 1.314275563729836140e+06
1.656565656565656468e+02 1.203676644061514642e+06
1.681818181818181870e+02 1.102907482609218219e+06
1.707070707070706987e+02 1.010891224255415495e+06
1.732323232323232105e+02 9.269843430621448206e+05
1.757575757575757507e+02 8.502585674163614167e+05
1.782828282828282909e+02 7.802895656753855292e+05
1.808080808080808026e+02 7.162831619307773653e+05
1.833333333333333144e+02 6.577536118847897742e+05
1.858585858585858546e+02 6.042040450646096142e+05
1.883838383838383947e+02 5.551427506350389449e+05
1.909090909090909065e+02 5.102384777331197402e+05
1.934343434343434183e+02 4.691471452424022136e+05
1.959595959595959584e+02 4.314357770242337137e+05
1.984848484848484986e+02 3.969054045143252588e+05
2.010101010101010104e+02 3.652134035181431682e+05
2.035353535353535221e+02 3.361649790568423341e+05
2.060606060606060623e+02 3.095323560108885285e+05
2.085858585858585741e+02 2.850610119353031623e+05
2.111111111111110858e+02 2.625907606522744172e+05
2.136363636363636260e+02 2.419510241015814827e+05
2.161616161616161662e+02 2.229975451221482363e+05
2.186868686868686780e+02 2.055689790465632686e+05
2.212121212121211897e+02 1.895573753287218278e+05
2.237373737373737299e+02 1.748224391066178505e+05
2.262626262626262701e+02 1.612802065526975784e+05
2.287878787878787818e+02 1.488114347117625875e+05
2.313131313131312936e+02 1.373383998510773818e+05
2.338383838383838338e+02 1.267754586074879771e+05
2.363636363636363455e+02 1.170517638578510232e+05
2.388888888888888857e+02 1.080900998465612938e+05
2.414141414141413975e+02 9.983500137888586323e+04
2.439393939393939377e+02 9.223701629596159910e+04
2.464646464646464494e+02 8.522950239048189542e+04
2.489898989898989896e+02 7.876423206450206635e+04
2.515151515151515014e+02 7.280605774733739963e+04
2.540404040404040416e+02 6.731302693491075479e+04
2.565656565656565817e+02 6.224065688783976657e+04
2.590909090909091219e+02 5.756511713048352976e+04
2.616161616161616053e+02 5.324953597942226043e+04
2.641414141414140886e+02 4.926589161010250245e+04
2.666666666666666288e+02 4.558402361107418983e+04
2.691919191919191690e+02 4.218556420655664988e+04
2.717171717171717091e+02 3.905080939303292689e+04
2.742424242424242493e+02 3.614976381942091393e+04
2.767676767676767895e+02 3.347039763879323436e+04
2.792929292929292728e+02 3.099593565624264738e+04
2.818181818181818130e+02 2.870835964802216404e+04
2.843434343434342964e+02 2.659369504288851385e+04
2.868686868686868365e+02 2.463764873846157207e+04
2.893939393939393767e+02 2.282891018985784831e+04
2.919191919191919169e+02 2.115478394091242080e+04
2.944444444444444571e+02 1.960721355662071073e+04
2.969696969696969973e+02 1.817464930317684775e+04
2.994949494949494806e+02 1.684917439011063470e+04
3.020202020202020208e+02 1.562202188835031848e+04
3.045454545454545041e+02 1.448574136094255846e+04
3.070707070707070443e+02 1.343463193681818484e+04
3.095959595959595845e+02 1.246082373330619157e+04
3.121212121212121247e+02 1.155976656577081849e+04
3.146464646464646648e+02 1.072528846977078501e+04
3.171717171717171482e+02 9.951599025307714328e+03
3.196969696969696884e+02 9.234714836792254573e+03
3.222222222222221717e+02 8.570416478062530587e+03
3.247474747474747119e+02 7.954596421354352970e+03
3.272727272727272521e+02 7.384350078865341857e+03
3.297979797979797922e+02 6.855553058600897202e+03
3.323232323232323324e+02 6.365170869099109950e+03
3.348484848484848726e+02 5.910695662788835762e+03
3.373737373737373559e+02 5.489366116620418325e+03
3.398989898989898961e+02 5.098501775612418896e+03
3.424242424242423795e+02 4.735729752031976204e+03
3.449494949494949196e+02 4.399334389889256272e+03
3.474747474747474598e+02 4.087191189759536428e+03
3.500000000000000000e+02 3.797679679784700056e+03
