# #for lambda=600.0nm
# #Distance	rate
1.000000000000000000e+02 3.508265054764073057e+02
1.025252525252525260e+02 2.525653466963000824e+02
1.050505050505050519e+02 1.820464562382587985e+02
1.075757575757575779e+02 1.313689573091761531e+02
1.101010101010101039e+02 9.490345712485155616e+01
1.126262626262626299e+02 6.863226864844095587e+01
1.151515151515151558e+02 4.968341590714823042e+01
1.176767676767676676e+02 3.600081726791038506e+01
1.202020202020202078e+02 2.611038938166440815e+01
1.227272727272727195e+02 1.895386469144044383e+01
1.252525252525252597e+02 1.377050990836872302e+01
1.277777777777777715e+02 1.001279678259269801e+01
1.303030303030303116e+02 7.286183303776589071e+00
1.328282828282828234e+02 5.306046704932322555e+00
1.353535353535353352e+02 3.866838534939299521e+00
1.378787878787878753e+02 2.819962885377687467e+00
1.404040404040404155e+02 2.057889992708812787e+00
1.429292929292929273e+02 1.502733390942924352e+00
1.454545454545454390e+02 1.098026679760728097e+00
1.479797979797979792e+02 8.027969023598872100e-01
1.505050505050505194e+02 5.872884518661377617e-01
1.530303030303030312e+02 4.298746080974790718e-01
1.555555555555555429e+02 3.148246124871525442e-01
1.580808080808080831e+02 2.306877302112167460e-01
1.606060606060605949e+02 1.691227343497931912e-01
1.631313131313131350e+02 1.240492798823080445e-01
1.656565656565656468e+02 9.103212175845161458e-02
1.681818181818181870e+02 6.683392181463601589e-02
1.707070707070706987e+02 4.909023072460275833e-02
1.732323232323232105e+02 3.607308576396695693e-02
1.757575757575757507e+02 2.651893672556807080e-02
1.782828282828282909e+02 1.950330645015790551e-02
1.808080808080808026e+02 1.434943042324501351e-02
1.833333333333333144e+02 1.056161972726778718e-02
1.858585858585858546e+02 7.776625765062664813e-03
1.883838383838383947e+02 5.728121670110821080e-03
1.909090909090909065e+02 4.220747371515169710e-03
1.934343434343434183e+02 3.111132237217948369e-03
1.959595959595959584e+02 2.294011698531210619e-03
1.984848484848484986e+02 1.692064988412931214e-03
2.010101010101010104e+02 1.248472718021544818e-03
2.035353535353535221e+02 9.214635674596951967e-04
2.060606060606060623e+02 6.803164864447594018e-04
2.085858585858585741e+02 5.024285143806264935e-04
2.111111111111110858e+02 3.711631734732434573e-04
2.136363636363636260e+02 2.742709233989921590e-04
2.161616161616161662e+02 2.027290690059616875e-04
2.186868686868686780e+02 1.498893691818601866e-04
2.212121212121211897e+02 1.108514719019362826e-04
2.237373737373737299e+02 8.200216019909868865e-05
2.262626262626262701e+02 6.067639616642699492e-05
2.287878787878787818e+02 4.490787062191155482e-05
2.313131313131312936e+02 3.324535473826045854e-05
2.338383838383838338e+02 2.461744667826839012e-05
2.363636363636363455e+02 1.823292486668084736e-05
2.388888888888888857e+02 1.350730876597336682e-05
2.414141414141413975e+02 1.000871623518291095e-05
2.439393939393939377e+02 7.417934064138628440e-06
2.464646464646464494e+02 5.498961090978655393e-06
2.489898989898989896e+02 4.077270385335094229e-06
2.515151515151515014e+02 3.023762845710753779e-06
2.540404040404040416e+02 2.242918547756486177e-06
2.565656565656565817e+02 1.664045160572274300e-06
2.590909090909091219e+02 1.234812062595049267e-06
2.616161616161616053e+02 9.164718600684417685e-07
2.641414141414140886e+02 6.803279867620220252e-07
2.666666666666666288e+02 5.051227514549274062e-07
2.691919191919191690e+02 3.751054876666827079e-07
2.717171717171717091e+02 2.786033569747623569e-07
2.742424242424242493e+02 2.069637561809834002e-07
2.767676767676767895e+02 1.537715176123208359e-07
2.792929292929292728e+02 1.142693653904621540e-07
2.818181818181818130e+02 8.492875169841078846e-08
2.843434343434342964e+02 6.313197989092261028e-08
2.868686868686868365e+02 4.693670390804932955e-08
2.893939393939393767e+02 3.490141834229887520e-08
2.919191919191919169e+02 2.595611586107628158e-08
2.944444444444444571e+02 1.930640142545291311e-08
2.969696969696969973e+02 1.436239444422455283e-08
2.994949494949494806e+02 1.068600014814305041e-08
3.020202020202020208e+02 7.951796463127099366e-09
3.045454545454545041e+02 5.918014970563448892e-09
3.070707070707070443e+02 4.405006826104109610e-09
3.095959595959595845e+02 3.279260031931497786e-09
3.121212121212121247e+02 2.441534779931730446e-09
3.146464646464646648e+02 1.818054226597868972e-09
3.171717171717171482e+02 1.353962696352802459e-09
3.196969696969696884e+02 1.008466850642900242e-09
3.222222222222221717e+02 7.512262417123625102e-10
3.247474747474747119e+02 5.596715391437419485e-10
3.272727272727272521e+02 4.170116779265660998e-10
3.297979797979797922e+02 3.107527115038542782e-10
3.323232323232323324e+02 2.315968044243982711e-10
3.348484848484848726e+02 1.726236732406668177e-10
3.373737373737373559e+02 1.286819241263978902e-10
3.398989898989898961e+02 9.593639681263755676e-11
3.424242424242423795e+02 7.153147895761299540e-11
3.449494949494949196e+02 5.334064284629507866e-11
3.474747474747474598e+02 3.978009691383663616e-11
3.500000000000000000e+02 2.967012012525256481e-11
