# #for lambda=525.0nm
# #Distance	rate
1.000000000000000000e+02 4.979930212948643020e+05
1.025252525252525260e+02 4.219736308271811577e+05
1.050505050505050519e+02 3.579929465017111506e+05
1.075757575757575779e+02 3.040644759338329895e+05
1.101010101010101039e+02 2.585447093269411998e+05
1.126262626262626299e+02 2.200709242940352706e+05
1.151515151515151558e+02 1.875108708672477806e+05
1.176767676767676676e+02 1.599219416641749849e+05
1.202020202020202078e+02 1.365179421764476865e+05
1.227272727272727195e+02 1.166419714693082642e+05
1.252525252525252597e+02 9.974423142427706625e+04
1.277777777777777715e+02 8.536382342578968382e+04
1.303030303030303116e+02 7.311378048386370938e+04
1.328282828282828234e+02 6.266873187757754931e+04
1.353535353535353352e+02 5.375471540205669589e+04
1.378787878787878753e+02 4.614074602526857052e+04
1.404040404040404155e+02 3.963182445885852212e+04
1.429292929292929273e+02 3.406312887636484083e+04
1.454545454545454390e+02 2.929518092122253438e+04
1.479797979797979792e+02 2.520981568984901605e+04
1.505050505050505194e+02 2.170681647142145812e+04
1.530303030303030312e+02 1.870110018296289854e+04
1.555555555555555429e+02 1.612035984369775542e+04
1.580808080808080831e+02 1.390308702531014023e+04
1.606060606060605949e+02 1.199691073955704087e+04
1.631313131313131350e+02 1.035720027428658432e+04
1.656565656565656468e+02 8.945888536261723857e+03
1.681818181818181870e+02 7.730479882843447740e+03
1.707070707070706987e+02 6.683212528376174305e+03
1.732323232323232105e+02 5.780350639541959026e+03
1.757575757575757507e+02 5.001585384281474035e+03
1.782828282828282909e+02 4.329527630667571430e+03
1.808080808080808026e+02 3.749277834717890073e+03
1.833333333333333144e+02 3.248061014658877411e+03
1.858585858585858546e+02 2.814916669207509131e+03
1.883838383838383947e+02 2.440435128882317258e+03
1.909090909090909065e+02 2.116533189327467426e+03
1.934343434343434183e+02 1.836263010949937552e+03
1.959595959595959584e+02 1.593649218268865297e+03
1.984848484848484986e+02 1.383549926873316508e+03
2.010101010101010104e+02 1.201538091831686415e+03
2.035353535353535221e+02 1.043800130295592226e+03
2.060606060606060623e+02 9.070492406719899918e+02
2.085858585858585741e+02 7.884512358220531496e+02
2.111111111111110858e+02 6.855610404956850061e+02
2.136363636363636260e+02 5.962682837696146407e+02
2.161616161616161662e+02 5.187506540631882217e+02
2.186868686868686780e+02 4.514338843886500285e+02
2.212121212121211897e+02 3.929574047158185408e+02
2.237373737373737299e+02 3.421448415927176825e+02
2.262626262626262701e+02 2.979786665605218445e+02
2.287878787878787818e+02 2.595783978637747964e+02
2.313131313131312936e+02 2.261818473613730873e+02
2.338383838383838338e+02 1.971289788046485114e+02
2.363636363636363455e+02 1.718480067948742942e+02
2.388888888888888857e+02 1.498434194704712752e+02
2.414141414141413975e+02 1.306856537415740149e+02
2.439393939393939377e+02 1.140021908981689762e+02
2.464646464646464494e+02 9.946987369045497474e+01
2.489898989898989896e+02 8.680827438014958375e+01
2.515151515151515014e+02 7.577396751959840060e+01
2.540404040404040416e+02 6.615558194979624318e+01
2.565656565656565817e+02 5.776952424240642614e+01
2.590909090909091219e+02 5.045628098838001563e+01
2.616161616161616053e+02 4.407722033349043755e+01
2.641414141414140886e+02 3.851182429879723657e+01
2.666666666666666288e+02 3.365529297355858063e+01
2.691919191919191690e+02 2.941646986059432223e+01
2.717171717171717091e+02 2.571604468633361407e+01
2.742424242424242493e+02 2.248499602737971159e+01
2.767676767676767895e+02 1.966324129525178677e+01
2.792929292929292728e+02 1.719846608290059820e+01
2.818181818181818130e+02 1.504510871466275113e+01
2.843434343434342964e+02 1.316347914437509203e+01
2.868686868686868365e+02 1.151899419035677319e+01
2.893939393939393767e+02 1.008151354583819881e+01
2.919191919191919169e+02 8.824763114745577397e+00
2.944444444444444571e+02 7.725834043140809904e+00
2.969696969696969973e+02 6.764747386835715304e+00
2.994949494949494806e+02 5.924075710708891940e+00
3.020202020202020208e+02 5.188614085032016376e+00
3.045454545454545041e+02 4.545093954392572577e+00
3.070707070707070443e+02 3.981934227673843640e+00
3.095959595959595845e+02 3.489024692003107386e+00
3.121212121212121247e+02 3.057537505916351428e+00
3.146464646464646648e+02 2.679763091244781847e+00
3.171717171717171482e+02 2.348967231472224526e+00
3.196969696969696884e+02 2.059266606934059052e+00
3.222222222222221717e+02 1.805520363173997556e+00
3.247474747474747119e+02 1.583235625752215991e+00
3.272727272727272521e+02 1.388485149451756051e+00
3.297979797979797922e+02 1.217835527886882430e+00
3.323232323232323324e+02 1.068284595920448554e+00
3.348484848484848726e+02 9.372068363107128874e-01
3.373737373737373559e+02 8.223057573140626353e-01
3.398989898989898961e+02 7.215723427482992891e-01
3.424242424242423795e+02 6.332487930191316172e-01
3.449494949494949196e+02 5.557968772048109685e-01
3.474747474747474598e+02 4.878703045339994882e-01
3.500000000000000000e+02 4.282906002555309510e-01
