# #for lambda=450.0nm
# #Distance	rate
1.000000000000000000e+02 2.329882928483214080e+08
1.025252525252525260e+02 2.132166339208620191e+08
1.050505050505050519e+02 1.953597845230803490e+08
1.075757575757575779e+02 1.792054897010866404e+08
1.101010101010101039e+02 1.645683095439872146e+08
1.126262626262626299e+02 1.512857936958138645e+08
1.151515151515151558e+02 1.392152651958679557e+08
1.176767676767676676e+02 1.282311065206597000e+08
1.202020202020202078e+02 1.182224612720822692e+08
1.227272727272727195e+02 1.090912812527841628e+08
1.252525252525252597e+02 1.007506616447903365e+08
1.277777777777777715e+02 9.312341738821877539e+07
1.303030303030303116e+02 8.614086220063783228e+07
1.328282828282828234e+02 7.974175841375401616e+07
1.353535353535353352e+02 7.387141126555028558e+07
1.378787878787878753e+02 6.848088573201788962e+07
1.404040404040404155e+02 6.352632761620108783e+07
1.429292929292929273e+02 5.896837359304744750e+07
1.454545454545454390e+02 5.477163736266613007e+07
1.479797979797979792e+02 5.090426109212702513e+07
1.505050505050505194e+02 4.733752300666022301e+07
1.530303030303030312e+02 4.404549338885511458e+07
1.555555555555555429e+02 4.100473241048825532e+07
1.580808080808080831e+02 3.819402419725715369e+07
1.606060606060605949e+02 3.559414234542565048e+07
1.631313131313131350e+02 3.318764279835359752e+07
1.656565656565656468e+02 3.095868057223339379e+07
1.681818181818181870e+02 2.889284731217583269e+07
1.707070707070706987e+02 2.697702707693055272e+07
1.732323232323232105e+02 2.519926810518924892e+07
1.757575757575757507e+02 2.354866861868684739e+07
1.782828282828282909e+02 2.201527497551505640e+07
1.808080808080808026e+02 2.058999070811358839e+07
1.833333333333333144e+02 1.926449517006266862e+07
1.858585858585858546e+02 1.803117067886332795e+07
1.883838383838383947e+02 1.688303718237774447e+07
1.909090909090909065e+02 1.581369359787395224e+07
1.934343434343434183e+02 1.481726507750884257e+07
1.959595959595959584e+02 1.388835554497095942e+07
1.984848484848484986e+02 1.302200492690464482e+07
2.010101010101010104e+02 1.221365057134986483e+07
2.035353535353535221e+02 1.145909240520309471e+07
2.060606060606060623e+02 1.075446143485897407e+07
2.085858585858585741e+02 1.009619123977605626e+07
2.111111111111110858e+02 9.480992148612743244e+06
2.136363636363636260e+02 8.905827822564480826e+06
2.161616161616161662e+02 8.367894001251838170e+06
2.186868686868686780e+02 7.864599193521350622e+06
2.212121212121211897e+02 7.393547119308588095e+06
2.237373737373737299e+02 6.952520729689203203e+06
2.262626262626262701e+02 6.539467650766710751e+06
2.287878787878787818e+02 6.152486913423779421e+06
2.313131313131312936e+02 5.789816845464424230e+06
2.338383838383838338e+02 5.449824015528407879e+06
2.363636363636363455e+02 5.130993129568400793e+06
2.388888888888888857e+02 4.831917790818538517e+06
2.414141414141413975e+02 4.551292043203396723e+06
2.439393939393939377e+02 4.287902626170166768e+06
2.464646464646464494e+02 4.040621876091360580e+06
2.489898989898989896e+02 3.808401215780409053e+06
2.515151515151515014e+02 3.590265179378063418e+06
2.540404040404040416e+02 3.385305924980031792e+06
2.565656565656565817e+02 3.192678191955059767e+06
2.590909090909091219e+02 3.011594664006803185e+06
2.616161616161616053e+02 2.841321702715651598e+06
2.641414141414140886e+02 2.681175419604324736e+06
2.666666666666666288e+02 2.530518057744719088e+06
2.691919191919191690e+02 2.388754656599227339e+06
2.717171717171717091e+02 2.255329976199719124e+06
2.742424242424242493e+02 2.129725658939806744e+06
2.767676767676767895e+02 2.011457609216039302e+06
2.792929292929292728e+02 1.900073572923573432e+06
2.818181818181818130e+02 1.795150900411438430e+06
2.843434343434342964e+02 1.696294477949240012e+06
2.868686868686868365e+02 1.603134814066769555e+06
2.893939393939393767e+02 1.515326268314449349e+06
2.919191919191919169e+02 1.432545411068098387e+06
2.944444444444444571e+02 1.354489503977431916e+06
2.969696969696969973e+02 1.280875091543801129e+06
2.994949494949494806e+02 1.211436695117819123e+06
3.020202020202020208e+02 1.145925601339539047e+06
3.045454545454545041e+02 1.084108737710055197e+06
3.070707070707070443e+02 1.025767628589837928e+06
3.095959595959595845e+02 9.706974254718228476e+05
3.121212121212121247e+02 9.187060058810535120e+05
3.146464646464646648e+02 8.696131357124242932e+05
3.171717171717171482e+02 8.232496902376798680e+05
3.196969696969696884e+02 7.794569293961925432e+05
3.222222222222221717e+02 7.380858233344274340e+05
3.247474747474747119e+02 6.989964244794471888e+05
3.272727272727272521e+02 6.620572827251236886e+05
3.297979797979797922e+02 6.271449005782076856e+05
3.323232323232323324e+02 5.941432253574655624e+05
3.348484848484848726e+02 5.629431757646158803e+05
3.373737373737373559e+02 5.334422003526594490e+05
3.398989898989898961e+02 5.055438656070216675e+05
3.424242424242423795e+02 4.791574715292502660e+05
3.449494949494949196e+02 4.541976927731039468e+05
3.474747474747474598e+02 4.305842435300926445e+05
3.500000000000000000e+02 4.082415644968224806e+05
