#cosalfa	Acceptance
-8.672499999999999654e-01 0.000000000000000000e+00
-8.665000000000000480e-01 0.000000000000000000e+00
-8.657500000000000195e-01 0.000000000000000000e+00
-8.649999999999999911e-01 0.000000000000000000e+00
-8.642499999999999627e-01 0.000000000000000000e+00
-8.634999999999999343e-01 0.000000000000000000e+00
-8.627500000000000169e-01 0.000000000000000000e+00
-8.619999999999999885e-01 0.000000000000000000e+00
-8.612499999999999600e-01 0.000000000000000000e+00
-8.605000000000000426e-01 0.000000000000000000e+00
-8.597500000000000142e-01 0.000000000000000000e+00
-8.589999999999999858e-01 0.000000000000000000e+00
-8.582499999999999574e-01 0.000000000000000000e+00
-8.574999999999999289e-01 0.000000000000000000e+00
-8.567500000000000115e-01 0.000000000000000000e+00
-8.559999999999999831e-01 0.000000000000000000e+00
-8.552500000000000657e-01 0.000000000000000000e+00
-8.545000000000000373e-01 0.000000000000000000e+00
-8.537500000000000089e-01 0.000000000000000000e+00
-8.529999999999999805e-01 0.000000000000000000e+00
-8.522499999999999520e-01 0.000000000000000000e+00
-8.515000000000000346e-01 0.000000000000000000e+00
-8.507500000000000062e-01 0.000000000000000000e+00
-8.499999999999999778e-01 0.000000000000000000e+00
-8.492500000000000604e-01 0.000000000000000000e+00
-8.485000000000000320e-01 0.000000000000000000e+00
-8.477500000000000036e-01 0.000000000000000000e+00
-8.469999999999999751e-01 0.000000000000000000e+00
-8.462499999999999467e-01 0.000000000000000000e+00
-8.455000000000000293e-01 0.000000000000000000e+00
-8.447500000000000009e-01 0.000000000000000000e+00
-8.439999999999999725e-01 0.000000000000000000e+00
-8.432500000000000551e-01 0.000000000000000000e+00
-8.425000000000000266e-01 0.000000000000000000e+00
-8.417499999999999982e-01 0.000000000000000000e+00
-8.409999999999999698e-01 0.000000000000000000e+00
-8.402499999999999414e-01 0.000000000000000000e+00
-8.395000000000000240e-01 0.000000000000000000e+00
-8.387499999999999956e-01 0.000000000000000000e+00
-8.379999999999999671e-01 0.000000000000000000e+00
-8.372500000000000497e-01 0.000000000000000000e+00
-8.365000000000000213e-01 0.000000000000000000e+00
-8.357499999999999929e-01 0.000000000000000000e+00
-8.349999999999999645e-01 0.000000000000000000e+00
-8.342499999999999361e-01 0.000000000000000000e+00
-8.335000000000000187e-01 0.000000000000000000e+00
-8.327499999999999902e-01 0.000000000000000000e+00
-8.319999999999999618e-01 0.000000000000000000e+00
-8.312500000000000444e-01 0.000000000000000000e+00
-8.305000000000000160e-01 0.000000000000000000e+00
-8.297499999999999876e-01 0.000000000000000000e+00
-8.289999999999999591e-01 0.000000000000000000e+00
-8.282499999999999307e-01 0.000000000000000000e+00
-8.275000000000000133e-01 0.000000000000000000e+00
-8.267499999999999849e-01 0.000000000000000000e+00
-8.259999999999999565e-01 0.000000000000000000e+00
-8.252500000000000391e-01 0.000000000000000000e+00
-8.245000000000000107e-01 0.000000000000000000e+00
-8.237499999999999822e-01 0.000000000000000000e+00
-8.229999999999999538e-01 0.000000000000000000e+00
-8.222500000000000364e-01 0.000000000000000000e+00
-8.215000000000000080e-01 0.000000000000000000e+00
-8.207499999999999796e-01 0.000000000000000000e+00
-8.200000000000000622e-01 0.000000000000000000e+00
-8.192500000000000338e-01 0.000000000000000000e+00
-8.185000000000000053e-01 0.000000000000000000e+00
-8.177499999999999769e-01 0.000000000000000000e+00
-8.169999999999999485e-01 0.000000000000000000e+00
-8.162500000000000311e-01 0.000000000000000000e+00
-8.155000000000000027e-01 0.000000000000000000e+00
-8.147499999999999742e-01 0.000000000000000000e+00
-8.140000000000000568e-01 0.000000000000000000e+00
-8.132500000000000284e-01 0.000000000000000000e+00
-8.125000000000000000e-01 0.000000000000000000e+00
-8.117499999999999716e-01 0.000000000000000000e+00
-8.109999999999999432e-01 0.000000000000000000e+00
-8.102500000000000258e-01 0.000000000000000000e+00
-8.094999999999999973e-01 0.000000000000000000e+00
-8.087499999999999689e-01 0.000000000000000000e+00
-8.080000000000000515e-01 0.000000000000000000e+00
-8.072500000000000231e-01 0.000000000000000000e+00
-8.064999999999999947e-01 0.000000000000000000e+00
-8.057499999999999662e-01 0.000000000000000000e+00
-8.049999999999999378e-01 0.000000000000000000e+00
-8.042500000000000204e-01 0.000000000000000000e+00
-8.034999999999999920e-01 0.000000000000000000e+00
-8.027499999999999636e-01 0.000000000000000000e+00
-8.020000000000000462e-01 0.000000000000000000e+00
-8.012500000000000178e-01 0.000000000000000000e+00
-8.004999999999999893e-01 0.000000000000000000e+00
-7.997499999999999609e-01 0.000000000000000000e+00
-7.989999999999999325e-01 0.000000000000000000e+00
-7.982500000000000151e-01 0.000000000000000000e+00
-7.974999999999999867e-01 0.000000000000000000e+00
-7.967499999999999583e-01 0.000000000000000000e+00
-7.960000000000000409e-01 0.000000000000000000e+00
-7.952500000000000124e-01 0.000000000000000000e+00
-7.944999999999999840e-01 0.000000000000000000e+00
-7.937499999999999556e-01 0.000000000000000000e+00
-7.929999999999999272e-01 0.000000000000000000e+00
-7.922500000000000098e-01 0.000000000000000000e+00
-7.914999999999999813e-01 0.000000000000000000e+00
-7.907500000000000639e-01 0.000000000000000000e+00
-7.900000000000000355e-01 0.000000000000000000e+00
-7.892500000000000071e-01 0.000000000000000000e+00
-7.884999999999999787e-01 0.000000000000000000e+00
-7.877499999999999503e-01 0.000000000000000000e+00
-7.870000000000000329e-01 0.000000000000000000e+00
-7.862500000000000044e-01 0.000000000000000000e+00
-7.854999999999999760e-01 0.000000000000000000e+00
-7.847500000000000586e-01 0.000000000000000000e+00
-7.840000000000000302e-01 0.000000000000000000e+00
-7.832500000000000018e-01 0.000000000000000000e+00
-7.824999999999999734e-01 0.000000000000000000e+00
-7.817499999999999449e-01 0.000000000000000000e+00
-7.810000000000000275e-01 0.000000000000000000e+00
-7.802499999999999991e-01 0.000000000000000000e+00
-7.794999999999999707e-01 0.000000000000000000e+00
-7.787500000000000533e-01 0.000000000000000000e+00
-7.780000000000000249e-01 0.000000000000000000e+00
-7.772499999999999964e-01 0.000000000000000000e+00
-7.764999999999999680e-01 0.000000000000000000e+00
-7.757499999999999396e-01 0.000000000000000000e+00
-7.750000000000000222e-01 0.000000000000000000e+00
-7.742499999999999938e-01 0.000000000000000000e+00
-7.734999999999999654e-01 0.000000000000000000e+00
-7.727500000000000480e-01 0.000000000000000000e+00
-7.720000000000000195e-01 0.000000000000000000e+00
-7.712499999999999911e-01 0.000000000000000000e+00
-7.704999999999999627e-01 0.000000000000000000e+00
-7.697499999999999343e-01 0.000000000000000000e+00
-7.690000000000000169e-01 0.000000000000000000e+00
-7.682499999999999885e-01 0.000000000000000000e+00
-7.674999999999999600e-01 0.000000000000000000e+00
-7.667500000000000426e-01 0.000000000000000000e+00
-7.660000000000000142e-01 0.000000000000000000e+00
-7.652499999999999858e-01 0.000000000000000000e+00
-7.644999999999999574e-01 0.000000000000000000e+00
-7.637499999999999289e-01 0.000000000000000000e+00
-7.630000000000000115e-01 0.000000000000000000e+00
-7.622499999999999831e-01 0.000000000000000000e+00
-7.614999999999999547e-01 0.000000000000000000e+00
-7.607500000000000373e-01 0.000000000000000000e+00
-7.600000000000000089e-01 0.000000000000000000e+00
-7.592499999999999805e-01 0.000000000000000000e+00
-7.584999999999999520e-01 0.000000000000000000e+00
-7.577500000000000346e-01 0.000000000000000000e+00
-7.570000000000000062e-01 0.000000000000000000e+00
-7.562499999999999778e-01 0.000000000000000000e+00
-7.555000000000000604e-01 0.000000000000000000e+00
-7.547500000000000320e-01 0.000000000000000000e+00
-7.540000000000000036e-01 0.000000000000000000e+00
-7.532499999999999751e-01 0.000000000000000000e+00
-7.524999999999999467e-01 0.000000000000000000e+00
-7.517500000000000293e-01 0.000000000000000000e+00
-7.510000000000000009e-01 0.000000000000000000e+00
-7.502499999999999725e-01 0.000000000000000000e+00
-7.495000000000000551e-01 0.000000000000000000e+00
-7.487500000000000266e-01 0.000000000000000000e+00
-7.479999999999999982e-01 0.000000000000000000e+00
-7.472499999999999698e-01 0.000000000000000000e+00
-7.464999999999999414e-01 0.000000000000000000e+00
-7.457499999999999130e-01 0.000000000000000000e+00
-7.449999999999999956e-01 0.000000000000000000e+00
-7.442499999999999671e-01 0.000000000000000000e+00
-7.435000000000000497e-01 0.000000000000000000e+00
-7.427500000000000213e-01 0.000000000000000000e+00
-7.419999999999999929e-01 0.000000000000000000e+00
-7.412499999999999645e-01 0.000000000000000000e+00
-7.404999999999999361e-01 0.000000000000000000e+00
-7.397500000000000187e-01 0.000000000000000000e+00
-7.389999999999999902e-01 0.000000000000000000e+00
-7.382500000000000728e-01 0.000000000000000000e+00
-7.375000000000000444e-01 0.000000000000000000e+00
-7.367500000000000160e-01 0.000000000000000000e+00
-7.359999999999999876e-01 0.000000000000000000e+00
-7.352499999999999591e-01 0.000000000000000000e+00
-7.344999999999999307e-01 0.000000000000000000e+00
-7.337500000000000133e-01 0.000000000000000000e+00
-7.329999999999999849e-01 0.000000000000000000e+00
-7.322500000000000675e-01 0.000000000000000000e+00
-7.315000000000000391e-01 0.000000000000000000e+00
-7.307500000000000107e-01 0.000000000000000000e+00
-7.299999999999999822e-01 0.000000000000000000e+00
-7.292499999999999538e-01 0.000000000000000000e+00
-7.284999999999999254e-01 0.000000000000000000e+00
-7.277500000000000080e-01 0.000000000000000000e+00
-7.269999999999999796e-01 0.000000000000000000e+00
-7.262500000000000622e-01 0.000000000000000000e+00
-7.255000000000000338e-01 0.000000000000000000e+00
-7.247500000000000053e-01 0.000000000000000000e+00
-7.239999999999999769e-01 0.000000000000000000e+00
-7.232499999999999485e-01 0.000000000000000000e+00
-7.224999999999999201e-01 0.000000000000000000e+00
-7.217500000000000027e-01 0.000000000000000000e+00
-7.209999999999999742e-01 0.000000000000000000e+00
-7.202500000000000568e-01 0.000000000000000000e+00
-7.195000000000000284e-01 0.000000000000000000e+00
-7.187500000000000000e-01 0.000000000000000000e+00
-7.179999999999999716e-01 0.000000000000000000e+00
-7.172499999999999432e-01 0.000000000000000000e+00
-7.164999999999999147e-01 0.000000000000000000e+00
-7.157499999999999973e-01 0.000000000000000000e+00
-7.149999999999999689e-01 0.000000000000000000e+00
-7.142500000000000515e-01 0.000000000000000000e+00
-7.135000000000000231e-01 0.000000000000000000e+00
-7.127499999999999947e-01 0.000000000000000000e+00
-7.119999999999999662e-01 0.000000000000000000e+00
-7.112499999999999378e-01 0.000000000000000000e+00
-7.105000000000000204e-01 0.000000000000000000e+00
-7.097499999999999920e-01 0.000000000000000000e+00
-7.090000000000000746e-01 0.000000000000000000e+00
-7.082500000000000462e-01 0.000000000000000000e+00
-7.075000000000000178e-01 0.000000000000000000e+00
-7.067499999999999893e-01 0.000000000000000000e+00
-7.059999999999999609e-01 0.000000000000000000e+00
-7.052499999999999325e-01 0.000000000000000000e+00
-7.045000000000000151e-01 0.000000000000000000e+00
-7.037499999999999867e-01 0.000000000000000000e+00
-7.030000000000000693e-01 0.000000000000000000e+00
-7.022500000000000409e-01 0.000000000000000000e+00
-7.015000000000000124e-01 0.000000000000000000e+00
-7.007499999999999840e-01 0.000000000000000000e+00
-6.999999999999999556e-01 0.000000000000000000e+00
-6.992499999999999272e-01 0.000000000000000000e+00
-6.985000000000000098e-01 0.000000000000000000e+00
-6.977499999999999813e-01 0.000000000000000000e+00
-6.970000000000000639e-01 0.000000000000000000e+00
-6.962500000000000355e-01 0.000000000000000000e+00
-6.955000000000000071e-01 0.000000000000000000e+00
-6.947499999999999787e-01 0.000000000000000000e+00
-6.939999999999999503e-01 0.000000000000000000e+00
-6.932499999999999218e-01 0.000000000000000000e+00
-6.925000000000000044e-01 0.000000000000000000e+00
-6.917499999999999760e-01 0.000000000000000000e+00
-6.910000000000000586e-01 0.000000000000000000e+00
-6.902500000000000302e-01 0.000000000000000000e+00
-6.895000000000000018e-01 0.000000000000000000e+00
-6.887499999999999734e-01 0.000000000000000000e+00
-6.879999999999999449e-01 0.000000000000000000e+00
-6.872499999999999165e-01 0.000000000000000000e+00
-6.864999999999999991e-01 0.000000000000000000e+00
-6.857499999999999707e-01 0.000000000000000000e+00
-6.850000000000000533e-01 0.000000000000000000e+00
-6.842500000000000249e-01 0.000000000000000000e+00
-6.834999999999999964e-01 0.000000000000000000e+00
-6.827499999999999680e-01 0.000000000000000000e+00
-6.819999999999999396e-01 0.000000000000000000e+00
-6.812499999999999112e-01 0.000000000000000000e+00
-6.804999999999999938e-01 0.000000000000000000e+00
-6.797500000000000764e-01 0.000000000000000000e+00
-6.790000000000000480e-01 0.000000000000000000e+00
-6.782500000000000195e-01 0.000000000000000000e+00
-6.774999999999999911e-01 0.000000000000000000e+00
-6.767499999999999627e-01 0.000000000000000000e+00
-6.759999999999999343e-01 0.000000000000000000e+00
-6.752500000000000169e-01 0.000000000000000000e+00
-6.744999999999999885e-01 0.000000000000000000e+00
-6.737500000000000711e-01 0.000000000000000000e+00
-6.730000000000000426e-01 0.000000000000000000e+00
-6.722500000000000142e-01 0.000000000000000000e+00
-6.714999999999999858e-01 0.000000000000000000e+00
-6.707499999999999574e-01 0.000000000000000000e+00
-6.699999999999999289e-01 0.000000000000000000e+00
-6.692500000000000115e-01 0.000000000000000000e+00
-6.684999999999999831e-01 0.000000000000000000e+00
-6.677500000000000657e-01 0.000000000000000000e+00
-6.670000000000000373e-01 0.000000000000000000e+00
-6.662500000000000089e-01 0.000000000000000000e+00
-6.654999999999999805e-01 0.000000000000000000e+00
-6.647499999999999520e-01 0.000000000000000000e+00
-6.639999999999999236e-01 0.000000000000000000e+00
-6.632500000000000062e-01 0.000000000000000000e+00
-6.624999999999999778e-01 0.000000000000000000e+00
-6.617500000000000604e-01 0.000000000000000000e+00
-6.610000000000000320e-01 0.000000000000000000e+00
-6.602500000000000036e-01 0.000000000000000000e+00
-6.594999999999999751e-01 0.000000000000000000e+00
-6.587499999999999467e-01 0.000000000000000000e+00
-6.579999999999999183e-01 0.000000000000000000e+00
-6.572500000000000009e-01 0.000000000000000000e+00
-6.564999999999999725e-01 0.000000000000000000e+00
-6.557500000000000551e-01 0.000000000000000000e+00
-6.550000000000000266e-01 0.000000000000000000e+00
-6.542499999999999982e-01 0.000000000000000000e+00
-6.534999999999999698e-01 0.000000000000000000e+00
-6.527499999999999414e-01 0.000000000000000000e+00
-6.519999999999999130e-01 0.000000000000000000e+00
-6.512499999999999956e-01 0.000000000000000000e+00
-6.504999999999999671e-01 0.000000000000000000e+00
-6.497500000000000497e-01 0.000000000000000000e+00
-6.490000000000000213e-01 0.000000000000000000e+00
-6.482499999999999929e-01 0.000000000000000000e+00
-6.474999999999999645e-01 0.000000000000000000e+00
-6.467499999999999361e-01 0.000000000000000000e+00
-6.460000000000000187e-01 0.000000000000000000e+00
-6.452499999999999902e-01 0.000000000000000000e+00
-6.445000000000000728e-01 0.000000000000000000e+00
-6.437500000000000444e-01 0.000000000000000000e+00
-6.430000000000000160e-01 0.000000000000000000e+00
-6.422499999999999876e-01 0.000000000000000000e+00
-6.414999999999999591e-01 0.000000000000000000e+00
-6.407499999999999307e-01 0.000000000000000000e+00
-6.400000000000000133e-01 0.000000000000000000e+00
-6.392499999999999849e-01 0.000000000000000000e+00
-6.385000000000000675e-01 0.000000000000000000e+00
-6.377500000000000391e-01 0.000000000000000000e+00
-6.370000000000000107e-01 0.000000000000000000e+00
-6.362499999999999822e-01 0.000000000000000000e+00
-6.354999999999999538e-01 0.000000000000000000e+00
-6.347499999999999254e-01 0.000000000000000000e+00
-6.340000000000000080e-01 0.000000000000000000e+00
-6.332499999999999796e-01 0.000000000000000000e+00
-6.325000000000000622e-01 0.000000000000000000e+00
-6.317500000000000338e-01 0.000000000000000000e+00
-6.310000000000000053e-01 0.000000000000000000e+00
-6.302499999999999769e-01 0.000000000000000000e+00
-6.294999999999999485e-01 0.000000000000000000e+00
-6.287499999999999201e-01 0.000000000000000000e+00
-6.280000000000000027e-01 0.000000000000000000e+00
-6.272499999999999742e-01 0.000000000000000000e+00
-6.265000000000000568e-01 0.000000000000000000e+00
-6.257500000000000284e-01 0.000000000000000000e+00
-6.250000000000000000e-01 0.000000000000000000e+00
-6.242499999999999716e-01 0.000000000000000000e+00
-6.234999999999999432e-01 0.000000000000000000e+00
-6.227499999999999147e-01 0.000000000000000000e+00
-6.219999999999999973e-01 0.000000000000000000e+00
-6.212499999999999689e-01 0.000000000000000000e+00
-6.205000000000000515e-01 0.000000000000000000e+00
-6.197500000000000231e-01 0.000000000000000000e+00
-6.189999999999999947e-01 0.000000000000000000e+00
-6.182499999999999662e-01 0.000000000000000000e+00
-6.174999999999999378e-01 0.000000000000000000e+00
-6.167499999999999094e-01 0.000000000000000000e+00
-6.159999999999999920e-01 0.000000000000000000e+00
-6.152500000000000746e-01 0.000000000000000000e+00
-6.145000000000000462e-01 0.000000000000000000e+00
-6.137500000000000178e-01 0.000000000000000000e+00
-6.129999999999999893e-01 0.000000000000000000e+00
-6.122499999999999609e-01 0.000000000000000000e+00
-6.114999999999999325e-01 0.000000000000000000e+00
-6.107500000000000151e-01 0.000000000000000000e+00
-6.099999999999999867e-01 0.000000000000000000e+00
-6.092500000000000693e-01 0.000000000000000000e+00
-6.085000000000000409e-01 0.000000000000000000e+00
-6.077500000000000124e-01 0.000000000000000000e+00
-6.069999999999999840e-01 0.000000000000000000e+00
-6.062499999999999556e-01 0.000000000000000000e+00
-6.054999999999999272e-01 0.000000000000000000e+00
-6.047500000000000098e-01 0.000000000000000000e+00
-6.039999999999999813e-01 0.000000000000000000e+00
-6.032500000000000639e-01 0.000000000000000000e+00
-6.025000000000000355e-01 0.000000000000000000e+00
-6.017500000000000071e-01 0.000000000000000000e+00
-6.009999999999999787e-01 0.000000000000000000e+00
-6.002499999999999503e-01 0.000000000000000000e+00
-5.994999999999999218e-01 0.000000000000000000e+00
-5.987500000000000044e-01 0.000000000000000000e+00
-5.979999999999999760e-01 0.000000000000000000e+00
-5.972500000000000586e-01 0.000000000000000000e+00
-5.965000000000000302e-01 0.000000000000000000e+00
-5.957500000000000018e-01 0.000000000000000000e+00
-5.949999999999999734e-01 0.000000000000000000e+00
-5.942499999999999449e-01 0.000000000000000000e+00
-5.934999999999999165e-01 0.000000000000000000e+00
-5.927499999999999991e-01 0.000000000000000000e+00
-5.919999999999999707e-01 0.000000000000000000e+00
-5.912500000000000533e-01 0.000000000000000000e+00
-5.905000000000000249e-01 0.000000000000000000e+00
-5.897499999999999964e-01 0.000000000000000000e+00
-5.889999999999999680e-01 0.000000000000000000e+00
-5.882499999999999396e-01 0.000000000000000000e+00
-5.874999999999999112e-01 0.000000000000000000e+00
-5.867499999999999938e-01 0.000000000000000000e+00
-5.859999999999999654e-01 0.000000000000000000e+00
-5.852500000000000480e-01 0.000000000000000000e+00
-5.845000000000000195e-01 0.000000000000000000e+00
-5.837499999999999911e-01 0.000000000000000000e+00
-5.829999999999999627e-01 0.000000000000000000e+00
-5.822499999999999343e-01 0.000000000000000000e+00
