# #lambda	lambda_abs
5.376800000000000637e+02 1.861582608695650620e+01
5.381100000000000136e+02 1.851860869565216916e+01
5.385399999999999636e+02 1.842139130434783212e+01
5.389700000000000273e+02 1.832417391304347021e+01
5.393999999999999773e+02 1.822695652173913317e+01
5.398299999999999272e+02 1.812973913043479968e+01
5.402599999999999909e+02 1.803252173913043421e+01
5.406900000000000546e+02 1.793530434782607230e+01
5.411200000000000045e+02 1.783808695652173526e+01
5.415499999999999545e+02 1.774086956521740177e+01
5.419800000000000182e+02 1.764365217391303986e+01
5.424099999999999682e+02 1.754643478260870282e+01
5.428400000000000318e+02 1.744921739130434091e+01
5.432699999999999818e+02 1.735200000000000387e+01
5.437000000000000455e+02 1.725478260869564195e+01
5.441299999999999955e+02 1.715756521739130491e+01
5.445599999999999454e+02 1.706034782608696787e+01
5.449900000000000091e+02 1.696313043478260596e+01
5.454199999999999591e+02 1.686591304347826892e+01
5.458500000000000227e+02 1.676869565217390701e+01
5.462799999999999727e+02 1.667147826086956997e+01
5.467100000000000364e+02 1.657426086956520805e+01
5.471399999999999864e+02 1.647704347826087101e+01
5.475699999999999363e+02 1.637982608695653397e+01
5.480000000000000000e+02 1.628260869565217206e+01
5.484300000000000637e+02 1.618539130434781015e+01
5.488600000000000136e+02 1.608817391304347311e+01
5.492899999999999636e+02 1.599095652173913784e+01
5.497200000000000273e+02 1.589373913043477593e+01
5.501499999999999773e+02 1.579652173913043889e+01
5.505799999999999272e+02 1.569930434782610362e+01
5.510099999999999909e+02 1.560208695652173994e+01
5.514400000000000546e+02 1.550486956521737802e+01
5.518700000000000045e+02 1.540765217391304276e+01
5.522999999999999545e+02 1.531043478260870572e+01
5.527300000000000182e+02 1.521321739130434381e+01
5.531599999999999682e+02 1.511600000000000676e+01
5.535899999999999181e+02 1.501878260869566972e+01
5.540199999999999818e+02 1.492156521739130781e+01
5.544500000000000455e+02 1.482434782608694590e+01
5.548799999999999955e+02 1.472713043478260886e+01
5.553099999999999454e+02 1.466116842105263807e+01
5.557400000000000091e+02 1.460730526315789213e+01
5.561700000000000728e+02 1.455344210526314797e+01
5.566000000000000227e+02 1.449957894736841801e+01
5.570299999999999727e+02 1.444571578947368629e+01
5.574600000000000364e+02 1.439185263157894212e+01
5.578899999999999864e+02 1.433798947368421217e+01
5.583199999999999363e+02 1.428412631578948044e+01
5.587500000000000000e+02 1.423026315789473628e+01
5.591800000000000637e+02 1.417639999999999212e+01
5.596100000000000136e+02 1.412253684210526039e+01
5.600399999999999636e+02 1.406867368421053044e+01
5.604700000000000273e+02 1.401481052631578450e+01
5.608999999999999773e+02 1.396094736842105455e+01
5.613299999999999272e+02 1.390708421052632460e+01
5.617599999999999909e+02 1.385322105263157866e+01
5.621900000000000546e+02 1.379935789473683450e+01
5.626200000000000045e+02 1.374549473684210454e+01
5.630499999999999545e+02 1.369163157894737282e+01
5.634800000000000182e+02 1.363776842105262865e+01
5.639099999999999682e+02 1.358390526315789870e+01
5.643399999999999181e+02 1.353004210526316697e+01
5.647699999999999818e+02 1.347617894736842281e+01
5.652000000000000455e+02 1.342231578947367865e+01
5.656299999999999955e+02 1.336845263157894692e+01
5.660599999999999454e+02 1.331458947368421697e+01
5.664900000000000091e+02 1.326072631578947281e+01
5.669200000000000728e+02 1.320686315789472687e+01
5.673500000000000227e+02 1.315299999999999692e+01
5.677799999999999727e+02 1.309913684210526696e+01
5.682100000000000364e+02 1.304527368421052103e+01
5.686399999999999864e+02 1.299141052631579107e+01
5.690699999999999363e+02 1.293754736842105935e+01
5.695000000000000000e+02 1.288368421052631518e+01
5.699300000000000637e+02 1.282982105263157102e+01
5.703600000000000136e+02 1.277595789473683929e+01
5.707899999999999636e+02 1.272209473684210934e+01
5.712200000000000273e+02 1.266823157894736518e+01
5.716499999999999773e+02 1.261436842105263345e+01
5.720799999999999272e+02 1.256050526315790350e+01
5.725099999999999909e+02 1.250664210526315756e+01
5.729400000000000546e+02 1.245277894736841340e+01
5.733700000000000045e+02 1.239891578947368345e+01
5.737999999999999545e+02 1.234505263157895172e+01
5.742300000000000182e+02 1.229118947368420756e+01
5.746599999999999682e+02 1.223732631578947760e+01
5.750899999999999181e+02 1.218346315789474588e+01
5.755199999999999818e+02 1.212960000000000171e+01
5.759500000000000455e+02 1.207573684210525755e+01
5.763799999999999955e+02 1.202187368421052582e+01
5.768099999999999454e+02 1.196801052631579587e+01
5.772400000000000091e+02 1.191414736842105171e+01
5.776700000000000728e+02 1.186028421052630577e+01
5.781000000000000227e+02 1.180642105263157582e+01
5.785299999999999727e+02 1.175255789473684587e+01
5.789600000000000364e+02 1.169869473684209993e+01
5.793899999999999864e+02 1.164483157894736998e+01
5.798199999999999363e+02 1.159096842105264002e+01
5.802500000000000000e+02 1.153710526315789409e+01
5.806800000000000637e+02 1.148324210526314992e+01
5.811100000000000136e+02 1.142937894736841997e+01
5.815399999999999636e+02 1.137551578947368824e+01
5.819700000000000273e+02 1.132165263157894408e+01
5.823999999999999773e+02 1.126778947368421413e+01
5.828299999999999272e+02 1.121392631578948240e+01
5.832599999999999909e+02 1.116006315789473824e+01
5.836900000000000546e+02 1.110619999999999230e+01
5.841200000000000045e+02 1.105233684210526235e+01
5.845499999999999545e+02 1.099847368421053240e+01
5.849800000000000182e+02 1.094461052631578646e+01
5.854099999999999682e+02 1.089074736842105651e+01
5.858399999999999181e+02 1.083688421052632478e+01
5.862699999999999818e+02 1.078302105263158062e+01
5.867000000000000455e+02 1.072915789473683645e+01
5.871299999999999955e+02 1.067529473684210473e+01
5.875599999999999454e+02 1.062143157894737477e+01
5.879900000000000091e+02 1.056756842105263061e+01
5.884200000000000728e+02 1.051370526315788467e+01
5.888500000000000227e+02 1.045984210526315472e+01
5.892799999999999727e+02 1.040597894736842477e+01
5.897100000000000364e+02 1.035211578947367883e+01
5.901399999999999864e+02 1.029825263157894888e+01
5.905699999999999363e+02 1.024438947368421893e+01
5.910000000000000000e+02 1.019052631578947299e+01
5.914300000000000637e+02 1.013666315789472883e+01
5.918600000000000136e+02 1.008279999999999887e+01
5.922899999999999636e+02 1.002893684210526715e+01
5.927200000000000273e+02 9.975073684210522984e+00
5.931499999999999773e+02 9.921210526315793032e+00
5.935799999999999272e+02 9.867347368421061304e+00
5.940099999999999909e+02 9.813484210526317142e+00
5.944400000000000546e+02 9.759621052631572979e+00
5.948700000000000045e+02 9.705757894736841251e+00
5.952999999999999545e+02 9.651894736842111300e+00
5.957300000000000182e+02 9.598031578947367137e+00
5.961599999999999682e+02 9.544168421052635409e+00
5.965899999999999181e+02 9.490305263157903681e+00
5.970199999999999818e+02 9.436442105263161295e+00
5.974500000000000455e+02 9.382578947368415356e+00
5.978799999999999955e+02 9.328715789473683628e+00
5.983099999999999454e+02 9.274852631578955453e+00
5.987400000000000091e+02 9.220989473684209514e+00
5.991700000000000728e+02 9.167126315789463575e+00
5.996000000000000227e+02 9.113263157894733624e+00
6.000299999999999727e+02 9.059400000000003672e+00
6.004600000000000364e+02 9.005536842105257733e+00
6.008899999999999864e+02 8.951673684210527782e+00
6.013199999999999363e+02 8.897810526315797830e+00
6.017500000000000000e+02 8.843947368421051891e+00
6.021800000000000637e+02 8.790084210526307729e+00
6.026100000000000136e+02 8.736221052631577777e+00
6.030399999999999636e+02 8.682357894736846049e+00
6.034700000000000273e+02 8.628494736842101887e+00
6.038999999999999773e+02 8.574631578947371935e+00
6.043299999999999272e+02 8.520768421052640207e+00
6.047599999999999909e+02 8.466905263157896044e+00
6.051900000000000546e+02 8.413042105263151882e+00
6.056200000000000045e+02 8.359178947368420154e+00
6.060499999999999545e+02 8.305315789473690202e+00
6.064800000000000182e+02 8.251452631578946040e+00
6.069099999999999682e+02 8.197589473684214312e+00
6.073399999999999181e+02 8.143726315789484360e+00
6.077699999999999818e+02 8.089863157894740198e+00
6.082000000000000455e+02 8.035999999999994259e+00
6.086299999999999955e+02 7.982136842105264307e+00
6.090599999999999454e+02 7.928273684210533467e+00
6.094900000000000091e+02 7.874410526315788417e+00
6.099200000000000728e+02 7.820547368421043366e+00
6.103500000000000227e+02 7.766684210526313414e+00
6.107799999999999727e+02 7.712821052631582575e+00
6.112100000000000364e+02 7.658957894736837524e+00
6.116399999999999864e+02 7.605094736842107572e+00
6.120699999999999363e+02 7.551231578947376732e+00
6.125000000000000000e+02 7.497368421052631682e+00
6.129300000000000637e+02 7.443505263157886631e+00
6.133600000000000136e+02 7.389642105263156679e+00
6.137899999999999636e+02 7.335778947368425840e+00
6.142200000000000273e+02 7.281915789473680789e+00
6.146499999999999773e+02 7.228052631578950837e+00
6.150799999999999272e+02 7.174189473684219998e+00
6.155099999999999909e+02 7.120326315789474947e+00
6.159400000000000546e+02 7.066463157894729896e+00
6.163700000000000045e+02 7.012599999999999945e+00
6.167999999999999545e+02 6.958736842105269105e+00
6.172300000000000182e+02 6.904873684210524054e+00
6.176599999999999682e+02 6.851010526315794102e+00
6.180899999999999181e+02 6.797147368421063263e+00
6.185199999999999818e+02 6.743284210526318212e+00
6.189500000000000455e+02 6.689421052631573161e+00
6.193799999999999955e+02 6.635557894736843210e+00
6.198099999999999454e+02 6.581694736842113258e+00
6.202400000000000091e+02 6.527831578947367319e+00
6.206700000000000728e+02 6.473968421052623157e+00
6.211000000000000227e+02 6.420105263157891429e+00
6.215299999999999727e+02 6.366242105263161477e+00
6.219600000000000364e+02 6.312378947368417315e+00
6.223899999999999864e+02 6.258515789473685587e+00
6.228199999999999363e+02 6.204652631578955635e+00
6.232500000000000000e+02 6.150789473684211472e+00
6.236800000000000637e+02 6.096926315789465534e+00
6.241100000000000136e+02 6.043063157894735582e+00
6.245399999999999636e+02 5.989200000000005630e+00
6.249700000000000273e+02 5.935336842105259691e+00
6.253999999999999773e+02 5.881473684210529740e+00
6.258299999999999272e+02 5.827610526315799788e+00
6.262599999999999909e+02 5.773747368421053849e+00
6.266900000000000546e+02 5.719884210526309687e+00
6.271200000000000045e+02 5.666021052631577959e+00
6.275499999999999545e+02 5.612157894736848007e+00
6.279800000000000182e+02 5.558294736842103845e+00
6.284099999999999682e+02 5.504431578947372117e+00
6.288399999999999181e+02 5.450568421052642165e+00
6.292699999999999818e+02 5.396705263157898003e+00
6.297000000000000455e+02 5.342842105263152064e+00
6.301299999999999955e+02 5.288978947368422112e+00
6.305599999999999454e+02 5.235115789473692161e+00
6.309900000000000091e+02 5.181252631578946222e+00
6.314200000000000728e+02 5.127389473684202059e+00
6.318500000000000227e+02 5.073526315789472108e+00
6.322799999999999727e+02 5.019663157894740380e+00
6.327100000000000364e+02 4.965799999999996217e+00
6.331399999999999864e+02 4.911936842105266265e+00
6.335699999999999363e+02 4.858073684210534537e+00
6.340000000000000000e+02 4.804210526315790375e+00
6.344300000000000637e+02 4.750347368421044436e+00
6.348600000000000136e+02 4.696484210526314484e+00
6.352899999999999636e+02 4.642621052631584533e+00
6.357200000000000273e+02 4.588757894736838594e+00
6.361499999999999773e+02 4.534894736842108642e+00
6.365799999999999272e+02 4.481031578947378691e+00
6.370099999999999909e+02 4.427168421052632752e+00
6.374400000000000546e+02 4.373305263157888589e+00
6.378700000000000045e+02 4.319442105263158638e+00
6.382999999999999545e+02 4.265578947368426910e+00
6.387300000000000182e+02 4.211715789473682747e+00
6.391599999999999682e+02 4.157852631578952796e+00
6.395899999999999181e+02 4.103989473684221068e+00
6.400199999999999818e+02 4.050126315789476905e+00
6.404500000000000455e+02 3.996263157894730966e+00
6.408799999999999955e+02 3.942400000000001015e+00
6.413099999999999454e+02 3.888536842105271063e+00
6.417400000000000091e+02 3.834673684210525124e+00
6.421700000000000728e+02 3.780810526315780962e+00
6.426000000000000227e+02 3.726947368421051010e+00
6.430299999999999727e+02 3.673084210526319282e+00
6.434600000000000364e+02 3.619221052631575120e+00
6.438899999999999864e+02 3.565357894736845168e+00
6.443199999999999363e+02 3.511494736842113440e+00
6.447500000000000000e+02 3.457631578947369277e+00
6.451800000000000637e+02 3.403768421052625115e+00
6.456100000000000136e+02 3.349905263157893387e+00
6.460399999999999636e+02 3.296042105263163435e+00
6.464700000000000273e+02 3.242178947368417496e+00
6.468999999999999773e+02 3.188315789473687545e+00
6.473299999999999272e+02 3.134452631578957593e+00
6.477599999999999909e+02 3.080589473684211654e+00
6.481900000000000546e+02 3.026726315789467492e+00
6.486200000000000045e+02 2.972863157894737540e+00
6.490499999999999545e+02 2.919000000000005812e+00
6.494800000000000182e+02 2.865136842105261650e+00
6.499099999999999682e+02 2.811273684210531698e+00
6.503399999999999181e+02 2.793461538461539995e+00
6.507699999999999818e+02 2.785192307692307967e+00
6.512000000000000455e+02 2.776923076923075939e+00
6.516299999999999955e+02 2.768653846153846132e+00
6.520599999999999454e+02 2.760384615384616325e+00
6.524900000000000091e+02 2.752115384615384297e+00
6.529200000000000728e+02 2.743846153846152269e+00
6.533500000000000227e+02 2.735576923076922462e+00
6.537799999999999727e+02 2.727307692307692655e+00
6.542100000000000364e+02 2.719038461538460627e+00
6.546399999999999864e+02 2.710769230769230820e+00
6.550699999999999363e+02 2.702500000000001013e+00
6.555000000000000000e+02 2.694230769230768985e+00
6.559300000000000637e+02 2.685961538461536957e+00
6.563600000000000136e+02 2.677692307692307150e+00
6.567899999999999636e+02 2.669423076923077343e+00
6.572200000000000273e+02 2.661153846153845315e+00
6.576499999999999773e+02 2.652884615384615508e+00
6.580799999999999272e+02 2.644615384615385700e+00
6.585099999999999909e+02 2.636346153846153673e+00
6.589400000000000546e+02 2.628076923076921645e+00
6.593700000000000045e+02 2.619807692307691838e+00
6.597999999999999545e+02 2.611538461538462030e+00
6.602300000000000182e+02 2.603269230769230447e+00
6.606599999999999682e+02 2.595000000000000639e+00
6.610899999999999181e+02 2.586730769230770832e+00
6.615199999999999818e+02 2.578461538461538805e+00
6.619500000000000455e+02 2.570192307692306777e+00
6.623799999999999955e+02 2.561923076923076970e+00
6.628099999999999454e+02 2.553653846153847162e+00
6.632400000000000091e+02 2.545384615384615135e+00
6.636700000000000728e+02 2.537115384615383107e+00
6.640999999999999091e+02 2.528846153846155520e+00
6.645299999999999727e+02 2.520576923076923492e+00
6.649600000000000364e+02 2.512307692307691465e+00
6.653899999999999864e+02 2.504038461538461657e+00
6.658199999999999363e+02 2.495769230769231850e+00
6.662500000000000000e+02 2.487499999999999822e+00
6.666800000000000637e+02 2.479230769230767795e+00
6.671100000000000136e+02 2.470961538461537987e+00
6.675399999999999636e+02 2.462692307692308180e+00
6.679700000000000273e+02 2.454423076923076152e+00
6.683999999999999773e+02 2.446153846153846345e+00
6.688299999999999272e+02 2.437884615384616538e+00
6.692599999999999909e+02 2.429615384615384510e+00
6.696900000000000546e+02 2.421346153846152482e+00
6.701200000000000045e+02 2.413076923076922675e+00
6.705499999999999545e+02 2.404807692307692868e+00
6.709800000000000182e+02 2.396538461538460840e+00
6.714099999999999682e+02 2.388269230769231033e+00
6.718399999999999181e+02 2.380000000000001226e+00
6.722699999999999818e+02 2.371730769230769198e+00
6.727000000000000455e+02 2.363461538461537614e+00
6.731299999999999955e+02 2.355192307692307807e+00
6.735599999999999454e+02 2.346923076923078000e+00
6.739900000000000091e+02 2.338653846153845528e+00
6.744200000000000728e+02 2.330384615384613944e+00
6.748499999999999091e+02 2.322115384615385913e+00
6.752799999999999727e+02 2.313846153846154330e+00
6.757100000000000364e+02 2.305576923076922302e+00
6.761399999999999864e+02 2.295333333333333670e+00
6.765699999999999363e+02 2.281000000000001915e+00
6.770000000000000000e+02 2.266666666666666607e+00
6.774300000000000637e+02 2.252333333333330856e+00
6.778600000000000136e+02 2.237999999999999545e+00
6.782899999999999636e+02 2.223666666666667791e+00
6.787200000000000273e+02 2.209333333333332483e+00
6.791499999999999773e+02 2.195000000000000728e+00
6.795799999999999272e+02 2.180666666666668974e+00
6.800099999999999909e+02 2.166333333333333666e+00
6.804400000000000546e+02 2.151999999999997915e+00
6.808700000000000045e+02 2.137666666666666160e+00
6.812999999999999545e+02 2.123333333333334849e+00
6.817300000000000182e+02 2.108999999999999098e+00
6.821599999999999682e+02 2.094666666666667787e+00
6.825899999999999181e+02 2.080333333333336032e+00
6.830199999999999818e+02 2.066000000000000281e+00
6.834500000000000455e+02 2.051666666666664973e+00
6.838799999999999955e+02 2.037333333333333218e+00
6.843099999999999454e+02 2.023000000000001464e+00
6.847400000000000091e+02 2.008666666666666156e+00
6.851700000000000728e+02 1.994333333333330849e+00
6.855999999999999091e+02 1.980000000000002869e+00
6.860299999999999727e+02 1.965666666666667339e+00
6.864600000000000364e+02 1.951333333333332032e+00
6.868899999999999864e+02 1.937000000000000277e+00
6.873199999999999363e+02 1.922666666666668744e+00
6.877500000000000000e+02 1.908333333333333215e+00
6.881800000000000637e+02 1.893999999999997907e+00
6.886100000000000136e+02 1.879666666666666153e+00
6.890399999999999636e+02 1.865333333333334398e+00
6.894700000000000273e+02 1.850999999999999091e+00
6.898999999999999773e+02 1.836666666666667336e+00
6.903299999999999272e+02 1.822333333333335581e+00
6.907599999999999909e+02 1.808000000000000274e+00
6.911900000000000546e+02 1.793666666666664744e+00
6.916200000000000045e+02 1.779333333333333211e+00
6.920499999999999545e+02 1.765000000000001457e+00
6.924800000000000182e+02 1.750666666666666149e+00
6.929099999999999682e+02 1.736333333333334394e+00
6.933399999999999181e+02 1.722000000000002640e+00
6.937699999999999818e+02 1.707666666666667332e+00
6.942000000000000455e+02 1.693333333333331803e+00
6.946299999999999955e+02 1.679000000000000270e+00
6.950599999999999454e+02 1.664666666666668515e+00
6.954900000000000091e+02 1.650333333333332986e+00
6.959200000000000728e+02 1.635999999999997456e+00
6.963499999999999091e+02 1.621666666666669698e+00
6.967799999999999727e+02 1.607333333333334169e+00
6.972100000000000364e+02 1.592999999999998639e+00
6.976399999999999864e+02 1.578666666666667107e+00
6.980699999999999363e+02 1.564333333333335574e+00
6.985000000000000000e+02 1.550000000000000044e+00
6.989300000000000637e+02 1.535666666666664515e+00
6.993600000000000136e+02 1.521333333333332760e+00
6.997899999999999636e+02 1.507000000000001227e+00
7.002200000000000273e+02 1.492666666666665698e+00
7.006499999999999773e+02 1.478333333333333943e+00
7.010799999999999272e+02 1.464000000000002411e+00
7.015099999999999909e+02 1.449666666666666881e+00
7.019400000000000546e+02 1.435333333333331574e+00
7.023700000000000045e+02 1.420999999999999819e+00
7.027999999999999545e+02 1.406666666666668064e+00
7.032300000000000182e+02 1.392333333333332757e+00
7.036599999999999682e+02 1.378000000000001002e+00
7.040899999999999181e+02 1.363666666666669469e+00
7.045199999999999818e+02 1.349333333333333940e+00
7.049500000000000455e+02 1.334999999999998632e+00
7.053799999999999955e+02 1.320666666666666877e+00
7.058099999999999454e+02 1.306333333333335123e+00
7.062400000000000091e+02 1.291999999999999815e+00
7.066700000000000728e+02 1.277666666666664286e+00
7.070999999999999091e+02 1.263333333333336528e+00
7.075299999999999727e+02 1.249000000000000998e+00
7.079600000000000364e+02 1.234666666666665469e+00
7.083899999999999864e+02 1.220333333333333936e+00
7.088199999999999363e+02 1.206000000000002181e+00
7.092500000000000000e+02 1.191666666666666652e+00
7.096800000000000637e+02 1.177333333333331344e+00
7.101100000000000136e+02 1.162999999999999590e+00
7.105399999999999636e+02 1.148666666666668057e+00
7.109700000000000273e+02 1.134333333333332527e+00
7.113999999999999773e+02 1.120000000000000773e+00
7.118299999999999272e+02 1.105666666666669240e+00
7.122599999999999909e+02 1.091333333333333711e+00
7.126900000000000546e+02 1.076999999999998181e+00
7.131200000000000045e+02 1.062666666666666648e+00
7.135499999999999545e+02 1.048333333333334894e+00
7.139800000000000182e+02 1.033999999999999586e+00
7.144099999999999682e+02 1.019666666666667831e+00
7.148399999999999181e+02 1.005333333333336077e+00
7.152699999999999818e+02 9.460000000000036158e-01
7.157000000000000455e+02 8.599999999999908828e-01
7.161299999999999955e+02 7.740000000000009095e-01
7.165599999999999454e+02 6.880000000000108251e-01
7.169900000000000091e+02 6.019999999999980922e-01
7.174200000000000728e+02 5.159999999999853593e-01
7.178499999999999091e+02 4.300000000000181455e-01
7.182799999999999727e+02 3.440000000000054126e-01
7.187100000000000364e+02 2.579999999999926796e-01
7.191399999999999864e+02 1.720000000000027063e-01
7.195699999999999363e+02 8.600000000001273293e-02
7.200000000000000000e+02 0.000000000000000000e+00
