#for d=300m lambda=500nm
#cos(delta)	rate
-0.9999500004166653 4.059752435096689e-07
-0.9973173569503041 3.837368206435437e-08
-0.9906943849447265 1.8157326781451405e-08
-0.9801075833212882 1.1370813747658914e-08
-0.9655993105292455 7.992432688625749e-09
-0.947227615066976 5.961730535763145e-09
-0.9250660032263396 4.6302771399287085e-09
-0.8992031449894502 3.699826926812302e-09
-0.8697425192545837 3.0185675653626497e-09
-0.8368019998106933 2.505316414012462e-09
-0.8005133837170779 2.109402324206774e-09
-0.761021863975181 1.7980752397957664e-09
-0.7184854486023945 1.5491677870329425e-09
-0.6730743284321941 1.3480871931489829e-09
-0.6249701961700653 1.183916566008751e-09
-0.5743655194297347 1.048663397083471e-09
-0.5214627706583203 9.363503221259997e-10
-0.4664736170315242 8.424403684851826e-10
-0.409618073560152 7.63450342152205e-10
-0.3511236227964165 6.96665969517928e-10
-0.29122430466215643 6.399442885051887e-10
-0.23015978004060472 5.915907026260873e-10
-0.16817437187834738 5.502486865696531e-10
-0.10551608763407413 5.148302576417755e-10
-0.042435626985371115 4.84454038731477e-10
0.02081462123622329 4.5841035173125555e-10
0.08398158886857213 4.361080796804149e-10
0.1468125409603352 4.1707224671252506e-10
0.20905608697917072 4.0090662931098455e-10
0.27046318664082963 3.8727791695578646e-10
0.3307881463347652 3.759137073005696e-10
0.3897896021594906 3.6658286868452873e-10
0.4472314856345049 3.590811639767452e-10
0.5028839682249094 3.5322344652142884e-10
0.556524380899617 3.488375306935004e-10
0.6079381050439409 3.4577126510329685e-10
0.6569194311619719 3.4387761139528744e-10
0.7032723819330149 3.4299893246323307e-10
0.7468114963289934 3.4299203750177477e-10
0.7873625716555133 3.4370792982124914e-10
0.824763360547638 3.4499803795610087e-10
0.8588642201316464 3.4670934172259116e-10
0.8895287107554446 3.4869437890810746e-10
0.9166341418920663 3.508106753119061e-10
0.9400720630320737 3.529206094780046e-10
0.959748697600766 3.548947874821532e-10
0.9755853181640639 3.5661982928021263e-10
0.9875185614218523 3.5800468650733927e-10
0.9955006817284698 3.5896880383086003e-10
0.9994997421259953 3.594650631757959e-10
0.9994997421259953 3.594650631757959e-10
0.9955006817284698 3.5896880383086003e-10
0.9875185614218523 3.5800468650733927e-10
0.975585318164064 3.5661982928021263e-10
0.9597486976007661 3.5489478748215314e-10
0.9400720630320738 3.529206094780046e-10
0.9166341418920663 3.508106753119061e-10
0.8895287107554446 3.4869437890810746e-10
0.8588642201316468 3.467093417225912e-10
0.8247633605476382 3.449980379561009e-10
0.7873625716555136 3.4370792982124893e-10
0.7468114963289934 3.4299203750177477e-10
0.7032723819330152 3.429989324632331e-10
0.6569194311619723 3.4387761139528754e-10
0.6079381050439413 3.457712651032969e-10
0.5565243808996174 3.4883753069350033e-10
0.5028839682249094 3.5322344652142884e-10
0.44723148563450527 3.590811639767452e-10
0.3897896021594906 3.6658286868452873e-10
0.33078814633476544 3.759137073005696e-10
0.27046318664083024 3.872779169557864e-10
0.20905608697917072 4.0090662931098455e-10
0.14681254096033564 4.17072246712525e-10
0.0839815888685719 4.3610807968041493e-10
0.02081462123622351 4.5841035173125555e-10
-0.04243562698537067 4.844540387314766e-10
-0.10551608763407413 5.148302576417755e-10
-0.16817437187834694 5.502486865696531e-10
-0.23015978004060406 5.91590702626087e-10
-0.2912243046621562 6.399442885051887e-10
-0.3511236227964161 6.966659695179275e-10
-0.409618073560152 7.63450342152205e-10
-0.4664736170315242 8.424403684851826e-10
-0.5214627706583195 9.363503221259983e-10
-0.5743655194297347 1.048663397083471e-09
-0.624970196170065 1.18391656600875e-09
-0.6730743284321941 1.3480871931489829e-09
-0.7184854486023945 1.5491677870329425e-09
-0.7610218639751803 1.7980752397957629e-09
-0.8005133837170779 2.109402324206774e-09
-0.836801999810693 2.505316414012459e-09
-0.8697425192545837 3.0185675653626497e-09
-0.8992031449894502 3.699826926812302e-09
-0.9250660032263394 4.630277139928703e-09
-0.947227615066976 5.961730535763145e-09
-0.9655993105292454 7.992432688625734e-09
-0.9801075833212882 1.1370813747658914e-08
-0.9906943849447265 1.8157326781451405e-08
-0.997317356950304 3.837368206435366e-08
-0.9999500004166653 4.059752435096689e-07
