# #lambda	QE(%)
5.252000000000000455e+02 1.400399999999998712e+01
5.256399999999999864e+02 1.388080000000000425e+01
5.260799999999999272e+02 1.375760000000002137e+01
5.265199999999999818e+02 1.363440000000000474e+01
5.269600000000000364e+02 1.351119999999998988e+01
5.273999999999999773e+02 1.338800000000000701e+01
5.278399999999999181e+02 1.326480000000002235e+01
5.282799999999999727e+02 1.314160000000000750e+01
5.287200000000000273e+02 1.301839999999999264e+01
5.291600000000000819e+02 1.289519999999997779e+01
5.296000000000000227e+02 1.277199999999999314e+01
5.300399999999999636e+02 1.264960000000001017e+01
5.304800000000000182e+02 1.253519999999999612e+01
5.309200000000000728e+02 1.242079999999998030e+01
5.313600000000000136e+02 1.230639999999999645e+01
5.317999999999999545e+02 1.219200000000001261e+01
5.322400000000000091e+02 1.207759999999999678e+01
5.326800000000000637e+02 1.196319999999998274e+01
5.331200000000000045e+02 1.184879999999999889e+01
5.335599999999999454e+02 1.173440000000001326e+01
5.340000000000000000e+02 1.161999999999999922e+01
5.344400000000000546e+02 1.150559999999998517e+01
5.348799999999999955e+02 1.139120000000000132e+01
5.353199999999999363e+02 1.127680000000001570e+01
5.357599999999999909e+02 1.116240000000000165e+01
5.362000000000000455e+02 1.104799999999998761e+01
5.366399999999999864e+02 1.093360000000000376e+01
5.370799999999999272e+02 1.081920000000001814e+01
5.375199999999999818e+02 1.070480000000000409e+01
5.379600000000000364e+02 1.059039999999999004e+01
5.383999999999999773e+02 1.047600000000000620e+01
5.388399999999999181e+02 1.036160000000002235e+01
5.392799999999999727e+02 1.024720000000000653e+01
5.397200000000000273e+02 1.013279999999999248e+01
5.401600000000000819e+02 1.002799999999998448e+01
5.406000000000000227e+02 9.939999999999995950e+00
5.410399999999999636e+02 9.852000000000007418e+00
5.414800000000000182e+02 9.763999999999997570e+00
5.419200000000000728e+02 9.675999999999985945e+00
5.423600000000000136e+02 9.587999999999997414e+00
5.427999999999999545e+02 9.500000000000008882e+00
5.432400000000000091e+02 9.411999999999999034e+00
5.436800000000000637e+02 9.323999999999987409e+00
5.441200000000000045e+02 9.235999999999998877e+00
5.445599999999999454e+02 9.148000000000012122e+00
5.450000000000000000e+02 9.060000000000000497e+00
5.454400000000000546e+02 8.998399999999993071e+00
5.458799999999999955e+02 8.936800000000001631e+00
5.463199999999999363e+02 8.875200000000008416e+00
5.467599999999999909e+02 8.813600000000000989e+00
5.472000000000000455e+02 8.751999999999993562e+00
5.476399999999999864e+02 8.690400000000002123e+00
5.480799999999999272e+02 8.628800000000010684e+00
5.485199999999999818e+02 8.567200000000001481e+00
5.489600000000000364e+02 8.505599999999994054e+00
5.493999999999999773e+02 8.444000000000002615e+00
5.498399999999999181e+02 8.382400000000011175e+00
5.502799999999999727e+02 8.325280000000002900e+00
5.507200000000000273e+02 8.270719999999995409e+00
5.511600000000000819e+02 8.216159999999989694e+00
5.516000000000000227e+02 8.161599999999996413e+00
5.520399999999999636e+02 8.107040000000004909e+00
5.524800000000000182e+02 8.052479999999997418e+00
5.529200000000000728e+02 7.997919999999990814e+00
5.533600000000000136e+02 7.943359999999998422e+00
5.537999999999999545e+02 7.888800000000006030e+00
5.542400000000000091e+02 7.834239999999999426e+00
5.546800000000000637e+02 7.779679999999991935e+00
5.551200000000000045e+02 7.729439999999999422e+00
5.555599999999999454e+02 7.690720000000005108e+00
5.560000000000000000e+02 7.652000000000000135e+00
5.564400000000000546e+02 7.613279999999995162e+00
5.568799999999999955e+02 7.574560000000000848e+00
5.573199999999999363e+02 7.535840000000005645e+00
5.577599999999999909e+02 7.497120000000000672e+00
5.582000000000000455e+02 7.458399999999995700e+00
5.586399999999999864e+02 7.419680000000001385e+00
5.590799999999999272e+02 7.380960000000006183e+00
5.595199999999999818e+02 7.342240000000001210e+00
5.599600000000000364e+02 7.303519999999996237e+00
5.603999999999999773e+02 7.268000000000001570e+00
5.608399999999999181e+02 7.232800000000006335e+00
5.612799999999999727e+02 7.197600000000002218e+00
5.617200000000000273e+02 7.162399999999998101e+00
5.621600000000000819e+02 7.127199999999993096e+00
5.626000000000000227e+02 7.091999999999997861e+00
5.630399999999999636e+02 7.056800000000002626e+00
5.634800000000000182e+02 7.021599999999998509e+00
5.639200000000000728e+02 6.986399999999994392e+00
5.643600000000000136e+02 6.951199999999999157e+00
5.647999999999999545e+02 6.916000000000003922e+00
5.652400000000000091e+02 6.880799999999999805e+00
5.656800000000000637e+02 6.845599999999994800e+00
5.661200000000000045e+02 6.810399999999999565e+00
5.665599999999999454e+02 6.775200000000004330e+00
5.670000000000000000e+02 6.740000000000000213e+00
5.674400000000000546e+02 6.704799999999996096e+00
5.678799999999999955e+02 6.669600000000000861e+00
5.683199999999999363e+02 6.634400000000005626e+00
5.687599999999999909e+02 6.599200000000000621e+00
5.692000000000000455e+02 6.563999999999996504e+00
5.696399999999999864e+02 6.528800000000001269e+00
5.700799999999999272e+02 6.495200000000004081e+00
5.705199999999999818e+02 6.468800000000000772e+00
5.709600000000000364e+02 6.442399999999997462e+00
5.713999999999999773e+02 6.416000000000001258e+00
5.718399999999999181e+02 6.389600000000005053e+00
5.722799999999999727e+02 6.363200000000001744e+00
5.727200000000000273e+02 6.336799999999998434e+00
5.731600000000000819e+02 6.310399999999995124e+00
5.736000000000000227e+02 6.283999999999998920e+00
5.740399999999999636e+02 6.257600000000002716e+00
5.744800000000000182e+02 6.231199999999999406e+00
5.749200000000000728e+02 6.204799999999996096e+00
5.753600000000000136e+02 6.178399999999999004e+00
5.757999999999999545e+02 6.152000000000002800e+00
5.762400000000000091e+02 6.125599999999999490e+00
5.766800000000000637e+02 6.099199999999996180e+00
5.771200000000000045e+02 6.072799999999999976e+00
5.775599999999999454e+02 6.046400000000003772e+00
5.780000000000000000e+02 6.020000000000000462e+00
5.784400000000000546e+02 5.993599999999997152e+00
5.788799999999999955e+02 5.967200000000000948e+00
5.793199999999999363e+02 5.940800000000003855e+00
5.797599999999999909e+02 5.914400000000000546e+00
5.802000000000000455e+02 5.887999999999997236e+00
5.806399999999999864e+02 5.861600000000001032e+00
5.810799999999999272e+02 5.835200000000004827e+00
5.815199999999999818e+02 5.808800000000001518e+00
5.819600000000000364e+02 5.782399999999998208e+00
5.823999999999999773e+02 5.756000000000001116e+00
5.828399999999999181e+02 5.729600000000004911e+00
5.832799999999999727e+02 5.703200000000001602e+00
5.837200000000000273e+02 5.676799999999998292e+00
5.841600000000000819e+02 5.650399999999994982e+00
5.846000000000000227e+02 5.623999999999998778e+00
5.850399999999999636e+02 5.597600000000001685e+00
5.854800000000000182e+02 5.571199999999998376e+00
5.859200000000000728e+02 5.544799999999995066e+00
5.863600000000000136e+02 5.518399999999998862e+00
5.867999999999999545e+02 5.492000000000002657e+00
5.872400000000000091e+02 5.465599999999999348e+00
5.876800000000000637e+02 5.439199999999996038e+00
5.881200000000000045e+02 5.412799999999999834e+00
5.885599999999999454e+02 5.386400000000002741e+00
5.890000000000000000e+02 5.359999999999999432e+00
5.894400000000000546e+02 5.333599999999996122e+00
5.898799999999999955e+02 5.307199999999999918e+00
5.903199999999999363e+02 5.280800000000003713e+00
5.907599999999999909e+02 5.254400000000000404e+00
5.912000000000000455e+02 5.227999999999997094e+00
5.916399999999999864e+02 5.201600000000000890e+00
5.920799999999999272e+02 5.175200000000004685e+00
5.925199999999999818e+02 5.148800000000001376e+00
5.929600000000000364e+02 5.122399999999998066e+00
5.933999999999999773e+02 5.096000000000000973e+00
5.938399999999999181e+02 5.069600000000004769e+00
5.942799999999999727e+02 5.043200000000001459e+00
5.947200000000000273e+02 5.016799999999998150e+00
5.951600000000000819e+02 4.990399999999994840e+00
5.956000000000000227e+02 4.963999999999998636e+00
5.960399999999999636e+02 4.937600000000002431e+00
5.964800000000000182e+02 4.911199999999999122e+00
5.969200000000000728e+02 4.884799999999995812e+00
5.973600000000000136e+02 4.858399999999999608e+00
5.977999999999999545e+02 4.832000000000002515e+00
5.982400000000000091e+02 4.805599999999999206e+00
5.986800000000000637e+02 4.779199999999995896e+00
5.991200000000000045e+02 4.752799999999999692e+00
5.995599999999999454e+02 4.726400000000003487e+00
6.000000000000000000e+02 4.700000000000000178e+00
6.004400000000000546e+02 4.682399999999997675e+00
6.008799999999999955e+02 4.664800000000000502e+00
6.013199999999999363e+02 4.647200000000002440e+00
6.017599999999999909e+02 4.629600000000000826e+00
6.022000000000000455e+02 4.611999999999998323e+00
6.026399999999999864e+02 4.594400000000000261e+00
6.030799999999999272e+02 4.576800000000003088e+00
6.035199999999999818e+02 4.559200000000000585e+00
6.039600000000000364e+02 4.541599999999998971e+00
6.043999999999999773e+02 4.524000000000000909e+00
6.048399999999999181e+02 4.506400000000002848e+00
6.052799999999999727e+02 4.483200000000001850e+00
6.057200000000000273e+02 4.456799999999998541e+00
6.061600000000000819e+02 4.430399999999995231e+00
6.066000000000000227e+02 4.403999999999999027e+00
6.070399999999999636e+02 4.377600000000001934e+00
6.074800000000000182e+02 4.351199999999998624e+00
6.079200000000000728e+02 4.324799999999995315e+00
6.083600000000000136e+02 4.298399999999999110e+00
6.087999999999999545e+02 4.272000000000002906e+00
6.092400000000000091e+02 4.245599999999999596e+00
6.096800000000000637e+02 4.219199999999996287e+00
6.101200000000000045e+02 4.195199999999999818e+00
6.105599999999999454e+02 4.177600000000002645e+00
6.110000000000000000e+02 4.160000000000000142e+00
6.114400000000000546e+02 4.142399999999997640e+00
6.118799999999999955e+02 4.124800000000000466e+00
6.123199999999999363e+02 4.107200000000002404e+00
6.127599999999999909e+02 4.089600000000000790e+00
6.132000000000000455e+02 4.071999999999998288e+00
6.136399999999999864e+02 4.054400000000000226e+00
6.140799999999999272e+02 4.036800000000003052e+00
6.145199999999999818e+02 4.019200000000000550e+00
6.149600000000000364e+02 4.001599999999998936e+00
6.153999999999999773e+02 3.976000000000001311e+00
6.158399999999999181e+02 3.949600000000005107e+00
6.162799999999999727e+02 3.923200000000001797e+00
6.167200000000000273e+02 3.896799999999998487e+00
6.171600000000000819e+02 3.870399999999995178e+00
6.176000000000000227e+02 3.843999999999998529e+00
6.180399999999999636e+02 3.817600000000002325e+00
6.184800000000000182e+02 3.791199999999999015e+00
6.189200000000000728e+02 3.764799999999995705e+00
6.193600000000000136e+02 3.738399999999999501e+00
6.197999999999999545e+02 3.712000000000002853e+00
6.202400000000000091e+02 3.690399999999999903e+00
6.206800000000000637e+02 3.672799999999997400e+00
6.211200000000000045e+02 3.655199999999999783e+00
6.215599999999999454e+02 3.637600000000002165e+00
6.220000000000000000e+02 3.620000000000000107e+00
6.224400000000000546e+02 3.602399999999998048e+00
6.228799999999999955e+02 3.584800000000000431e+00
6.233199999999999363e+02 3.567200000000002813e+00
6.237599999999999909e+02 3.549600000000000311e+00
6.242000000000000455e+02 3.531999999999998252e+00
6.246399999999999864e+02 3.514400000000000635e+00
6.250799999999999272e+02 3.496800000000003017e+00
6.255199999999999818e+02 3.479200000000000514e+00
6.259600000000000364e+02 3.461599999999998456e+00
6.263999999999999773e+02 3.444000000000000838e+00
6.268399999999999181e+02 3.426400000000003221e+00
6.272799999999999727e+02 3.408800000000001162e+00
6.277200000000000273e+02 3.391199999999998660e+00
6.281600000000000819e+02 3.373599999999996601e+00
6.286000000000000227e+02 3.355999999999998984e+00
6.290399999999999636e+02 3.338400000000001366e+00
6.294800000000000182e+02 3.320799999999999308e+00
6.299200000000000728e+02 3.303199999999996805e+00
6.303600000000000136e+02 3.285599999999999188e+00
6.307999999999999545e+02 3.268000000000001570e+00
6.312400000000000091e+02 3.250399999999999512e+00
6.316800000000000637e+02 3.232799999999997453e+00
6.321200000000000045e+02 3.215199999999999836e+00
6.325599999999999454e+02 3.197600000000002218e+00
6.330000000000000000e+02 3.180000000000000160e+00
6.334400000000000546e+02 3.162399999999997657e+00
6.338799999999999955e+02 3.144800000000000040e+00
6.343199999999999363e+02 3.127200000000002422e+00
6.347599999999999909e+02 3.109600000000000364e+00
6.352000000000000455e+02 3.091999999999998305e+00
6.356399999999999864e+02 3.074400000000000688e+00
6.360799999999999272e+02 3.056800000000003070e+00
6.365199999999999818e+02 3.039200000000000568e+00
6.369600000000000364e+02 3.021599999999998509e+00
6.373999999999999773e+02 3.004000000000000892e+00
6.378399999999999181e+02 2.986400000000003274e+00
6.382799999999999727e+02 2.968800000000001216e+00
6.387200000000000273e+02 2.951199999999998713e+00
6.391600000000000819e+02 2.933599999999996655e+00
6.396000000000000227e+02 2.915999999999999037e+00
6.400399999999999636e+02 2.898400000000001420e+00
6.404800000000000182e+02 2.880799999999999361e+00
6.409200000000000728e+02 2.863199999999996859e+00
6.413600000000000136e+02 2.845599999999999241e+00
6.417999999999999545e+02 2.828000000000001624e+00
6.422400000000000091e+02 2.810399999999999565e+00
6.426800000000000637e+02 2.792799999999997507e+00
6.431200000000000045e+02 2.775199999999999889e+00
6.435599999999999454e+02 2.757600000000002272e+00
6.440000000000000000e+02 2.740000000000000213e+00
6.444400000000000546e+02 2.722399999999998155e+00
6.448799999999999955e+02 2.704800000000000537e+00
6.453199999999999363e+02 2.687200000000002920e+00
6.457599999999999909e+02 2.669600000000000417e+00
6.462000000000000455e+02 2.651999999999998359e+00
6.466399999999999864e+02 2.634400000000000741e+00
6.470799999999999272e+02 2.616800000000003124e+00
6.475199999999999818e+02 2.599200000000000621e+00
6.479600000000000364e+02 2.581599999999998563e+00
6.483999999999999773e+02 2.564000000000000945e+00
6.488399999999999181e+02 2.546400000000003327e+00
6.492799999999999727e+02 2.528800000000001269e+00
6.497200000000000273e+02 2.511199999999998766e+00
6.501600000000000819e+02 2.493599999999996708e+00
6.506000000000000227e+02 2.475999999999999091e+00
6.510399999999999636e+02 2.458400000000001473e+00
6.514800000000000182e+02 2.440799999999999415e+00
6.519200000000000728e+02 2.423199999999996912e+00
6.523600000000000136e+02 2.405599999999999294e+00
6.527999999999999545e+02 2.388000000000001677e+00
6.532400000000000091e+02 2.370399999999999618e+00
6.536800000000000637e+02 2.352799999999997116e+00
6.541200000000000045e+02 2.335199999999999498e+00
6.545599999999999454e+02 2.317600000000001881e+00
6.550000000000000000e+02 2.299999999999999822e+00
6.554400000000000546e+02 2.299999999999999822e+00
6.558799999999999955e+02 2.299999999999999822e+00
6.563199999999999363e+02 2.299999999999999822e+00
6.567599999999999909e+02 2.299999999999999822e+00
6.572000000000000455e+02 2.299999999999999822e+00
6.576399999999999864e+02 2.299999999999999822e+00
6.580799999999999272e+02 2.299999999999999822e+00
6.585199999999999818e+02 2.299999999999999822e+00
6.589600000000000364e+02 2.299999999999999822e+00
6.593999999999999773e+02 2.299999999999999822e+00
6.598399999999999181e+02 2.299999999999999822e+00
6.602799999999999727e+02 2.288800000000001056e+00
6.607200000000000273e+02 2.271199999999998553e+00
6.611600000000000819e+02 2.253599999999996495e+00
6.616000000000000227e+02 2.235999999999998877e+00
6.620399999999999636e+02 2.218400000000001260e+00
6.624800000000000182e+02 2.200799999999999201e+00
6.629200000000000728e+02 2.183199999999997143e+00
6.633600000000000136e+02 2.165599999999999525e+00
6.637999999999999545e+02 2.148000000000001908e+00
6.642400000000000091e+02 2.130399999999999849e+00
6.646800000000000637e+02 2.112799999999997347e+00
6.651200000000000045e+02 2.092799999999999994e+00
6.655599999999999454e+02 2.066400000000003345e+00
6.660000000000000000e+02 2.040000000000000036e+00
6.664400000000000546e+02 2.013599999999996726e+00
6.668799999999999955e+02 1.987200000000000299e+00
6.673199999999999363e+02 1.960800000000003873e+00
6.677599999999999909e+02 1.934400000000000563e+00
6.682000000000000455e+02 1.907999999999997254e+00
6.686399999999999864e+02 1.881600000000000827e+00
6.690799999999999272e+02 1.855200000000004401e+00
6.695199999999999818e+02 1.828800000000001091e+00
6.699600000000000364e+02 1.802399999999997782e+00
6.703999999999999773e+02 1.784000000000000918e+00
6.708399999999999181e+02 1.766400000000003301e+00
6.712799999999999727e+02 1.748800000000001242e+00
6.717200000000000273e+02 1.731199999999998962e+00
6.721600000000000819e+02 1.713599999999996681e+00
6.726000000000000227e+02 1.695999999999999064e+00
6.730399999999999636e+02 1.678400000000001446e+00
6.734800000000000182e+02 1.660799999999999388e+00
6.739200000000000728e+02 1.643199999999997107e+00
6.743600000000000136e+02 1.625599999999999490e+00
6.747999999999999545e+02 1.608000000000001872e+00
6.752400000000000091e+02 1.585599999999999454e+00
6.756800000000000637e+02 1.559199999999996367e+00
6.761200000000000045e+02 1.532799999999999718e+00
6.765599999999999454e+02 1.506400000000003292e+00
6.770000000000000000e+02 1.479999999999999982e+00
6.774400000000000546e+02 1.453599999999996673e+00
6.778799999999999955e+02 1.427200000000000246e+00
6.783199999999999363e+02 1.400800000000003820e+00
6.787599999999999909e+02 1.374400000000000510e+00
6.792000000000000455e+02 1.347999999999997200e+00
6.796399999999999864e+02 1.321600000000000774e+00
6.800799999999999272e+02 1.296800000000003061e+00
6.805199999999999818e+02 1.279200000000000781e+00
6.809600000000000364e+02 1.261599999999998500e+00
6.813999999999999773e+02 1.244000000000000883e+00
6.818399999999999181e+02 1.226400000000003265e+00
6.822799999999999727e+02 1.208800000000001207e+00
6.827200000000000273e+02 1.191199999999998926e+00
6.831600000000000819e+02 1.173599999999996868e+00
6.836000000000000227e+02 1.155999999999999250e+00
6.840399999999999636e+02 1.138400000000001633e+00
6.844800000000000182e+02 1.120799999999999352e+00
6.849200000000000728e+02 1.103199999999997072e+00
6.853600000000000136e+02 1.092799999999999772e+00
6.857999999999999545e+02 1.084000000000000963e+00
6.862400000000000091e+02 1.075199999999999934e+00
6.866800000000000637e+02 1.066399999999998682e+00
6.871200000000000045e+02 1.057599999999999874e+00
6.875599999999999454e+02 1.048800000000001065e+00
6.880000000000000000e+02 1.040000000000000036e+00
6.884400000000000546e+02 1.031199999999999006e+00
6.888799999999999955e+02 1.022400000000000198e+00
6.893199999999999363e+02 1.013600000000001389e+00
6.897599999999999909e+02 1.004800000000000137e+00
6.902000000000000455e+02 9.959999999999991083e-01
6.906399999999999864e+02 9.872000000000002995e-01
6.910799999999999272e+02 9.784000000000014907e-01
6.915199999999999818e+02 9.696000000000003505e-01
6.919600000000000364e+02 9.607999999999993213e-01
6.923999999999999773e+02 9.520000000000005125e-01
6.928399999999999181e+02 9.432000000000015927e-01
6.932799999999999727e+02 9.344000000000005635e-01
6.937200000000000273e+02 9.255999999999994232e-01
6.941600000000000819e+02 9.167999999999983940e-01
6.946000000000000227e+02 9.079999999999995852e-01
6.950399999999999636e+02 9.000000000000000222e-01
6.954800000000000182e+02 9.000000000000000222e-01
6.959200000000000728e+02 9.000000000000000222e-01
6.963600000000000136e+02 9.000000000000000222e-01
6.967999999999999545e+02 9.000000000000000222e-01
6.972400000000000091e+02 9.000000000000000222e-01
6.976800000000000637e+02 9.000000000000000222e-01
6.981200000000000045e+02 9.000000000000000222e-01
6.985599999999999454e+02 9.000000000000000222e-01
6.990000000000000000e+02 9.000000000000000222e-01
6.994400000000000546e+02 9.000000000000000222e-01
6.998799999999999955e+02 9.000000000000000222e-01
7.003199999999999363e+02 8.680000000000064331e-01
7.007599999999999909e+02 8.240000000000009539e-01
7.012000000000000455e+02 7.799999999999954747e-01
7.016399999999999864e+02 7.360000000000013198e-01
7.020799999999999272e+02 6.920000000000072760e-01
7.025199999999999818e+02 6.480000000000019078e-01
7.029600000000000364e+02 6.039999999999963176e-01
7.033999999999999773e+02 5.600000000000022737e-01
7.038399999999999181e+02 5.160000000000082299e-01
7.042799999999999727e+02 4.720000000000027507e-01
7.047200000000000273e+02 4.279999999999972715e-01
7.051600000000000819e+02 3.871999999999934938e-01
7.056000000000000227e+02 3.519999999999982032e-01
7.060399999999999636e+02 3.168000000000029126e-01
7.064800000000000182e+02 2.815999999999985737e-01
7.069200000000000728e+02 2.463999999999942070e-01
7.073600000000000136e+02 2.111999999999989164e-01
7.077999999999999545e+02 1.760000000000036535e-01
7.082400000000000091e+02 1.407999999999993146e-01
7.086800000000000637e+02 1.055999999999949202e-01
7.091200000000000045e+02 7.039999999999962954e-02
7.095599999999999454e+02 3.520000000000439444e-02
7.100000000000000000e+02 0.000000000000000000e+00
