#for d=100m lambda=500nm
#cos(delta)	rate
-0.9999500004166653 0.0003470739704052253
-0.9973173569503041 3.490914884483378e-05
-0.9906943849447265 1.5951289621314497e-05
-0.9801075833212882 9.76937797464163e-06
-0.9655993105292455 6.819654504586578e-06
-0.947227615066976 5.1225279718967195e-06
-0.9250660032263396 4.030763957446532e-06
-0.8992031449894502 3.2736866875901784e-06
-0.8697425192545837 2.724607031471671e-06
-0.8368019998106933 2.3075711438762647e-06
-0.8005133837170779 1.983861426035599e-06
-0.761021863975181 1.7262199203498019e-06
-0.7184854486023945 1.5177566374471506e-06
-0.6730743284321941 1.3468956658330343e-06
-0.6249701961700653 1.2052108389788605e-06
-0.5743655194297347 1.086765071135004e-06
-0.5214627706583203 9.869385625021073e-07
-0.4664736170315242 9.02308278154958e-07
-0.409618073560152 8.301714429373432e-07
-0.3511236227964165 7.683872973615455e-07
-0.29122430466215643 7.153866979054071e-07
-0.23015978004060472 6.697658842316205e-07
-0.16817437187834738 6.302907248857475e-07
-0.10551608763407413 5.961743182793632e-07
-0.042435626985371115 5.666948618208382e-07
0.02081462123622329 5.41237957021738e-07
0.08398158886857213 5.192976324534537e-07
0.1468125409603352 5.004401883090617e-07
0.20905608697917072 4.843725739599406e-07
0.27046318664082963 4.708117409060632e-07
0.3307881463347652 4.5946044005339777e-07
0.3897896021594906 4.499856033676894e-07
0.4472314856345049 4.423947957214994e-07
0.5028839682249094 4.364469934766802e-07
0.556524380899617 4.3199688530979466e-07
0.6079381050439409 4.288637005304846e-07
0.6569194311619719 4.268330833994968e-07
0.7032723819330149 4.258475469549093e-07
0.7468114963289934 4.2575117679448815e-07
0.7873625716555133 4.263696731734773e-07
0.824763360547638 4.275739252847498e-07
0.8588642201316464 4.2920657824783807e-07
0.8895287107554446 4.3112325487915e-07
0.9166341418920663 4.3318124096076826e-07
0.9400720630320737 4.3523623147997107e-07
0.959748697600766 4.371673817843645e-07
0.9755853181640639 4.3885633849072256e-07
0.9875185614218523 4.402099192272234e-07
0.9955006817284698 4.411564599460144e-07
0.9994997421259953 4.4164102959408567e-07
0.9994997421259953 4.4164102959408567e-07
0.9955006817284698 4.411564599460144e-07
0.9875185614218523 4.402099192272234e-07
0.975585318164064 4.3885633849072267e-07
0.9597486976007661 4.3716738178436454e-07
0.9400720630320738 4.3523623147997107e-07
0.9166341418920663 4.3318124096076826e-07
0.8895287107554446 4.3112325487915e-07
0.8588642201316468 4.2920657824783807e-07
0.8247633605476382 4.275739252847498e-07
0.7873625716555136 4.263696731734773e-07
0.7468114963289934 4.2575117679448815e-07
0.7032723819330152 4.258475469549092e-07
0.6569194311619723 4.268330833994967e-07
0.6079381050439413 4.288637005304846e-07
0.5565243808996174 4.319968853097946e-07
0.5028839682249094 4.364469934766802e-07
0.44723148563450527 4.4239479572149934e-07
0.3897896021594906 4.499856033676894e-07
0.33078814633476544 4.5946044005339777e-07
0.27046318664083024 4.708117409060631e-07
0.20905608697917072 4.843725739599406e-07
0.14681254096033564 5.004401883090617e-07
0.0839815888685719 5.192976324534537e-07
0.02081462123622351 5.41237957021738e-07
-0.04243562698537067 5.666948618208381e-07
-0.10551608763407413 5.961743182793632e-07
-0.16817437187834694 6.302907248857473e-07
-0.23015978004060406 6.697658842316198e-07
-0.2912243046621562 7.153866979054067e-07
-0.3511236227964161 7.683872973615453e-07
-0.409618073560152 8.301714429373432e-07
-0.4664736170315242 9.02308278154958e-07
-0.5214627706583195 9.869385625021058e-07
-0.5743655194297347 1.086765071135004e-06
-0.624970196170065 1.2052108389788593e-06
-0.6730743284321941 1.3468956658330343e-06
-0.7184854486023945 1.5177566374471506e-06
-0.7610218639751803 1.7262199203497987e-06
-0.8005133837170779 1.983861426035599e-06
-0.836801999810693 2.307571143876263e-06
-0.8697425192545837 2.724607031471671e-06
-0.8992031449894502 3.2736866875901784e-06
-0.9250660032263394 4.030763957446525e-06
-0.947227615066976 5.1225279718967195e-06
-0.9655993105292454 6.819654504586568e-06
-0.9801075833212882 9.76937797464163e-06
-0.9906943849447265 1.5951289621314497e-05
-0.997317356950304 3.490914884483334e-05
-0.9999500004166653 0.0003470739704052253
