#for d=150m lambda=500nm
#cos(delta)	rate
-0.9999500004166653 3.5378173081468244e-05
-0.9973173569503041 3.3510166599296552e-06
-0.9906943849447265 1.5099647027232662e-06
-0.9801075833212882 9.17722490179768e-07
-0.9655993105292455 6.356342958954783e-07
-0.947227615066976 4.731040763913776e-07
-0.9250660032263396 3.683006767486112e-07
-0.8992031449894502 2.959376515938663e-07
-0.8697425192545837 2.432582366420154e-07
-0.8368019998106933 2.036496125637299e-07
-0.8005133837170779 1.7298106103203065e-07
-0.761021863975181 1.4890374805129767e-07
-0.7184854486023945 1.2940747569785223e-07
-0.6730743284321941 1.135693563286709e-07
-0.6249701961700653 1.0056983104863642e-07
-0.5743655194297347 8.979177294007731e-08
-0.5214627706583203 8.079096802190799e-08
-0.4664736170315242 7.322061305169378e-08
-0.409618073560152 6.68137462739568e-08
-0.3511236227964165 6.136566762646997e-08
-0.29122430466215643 5.671484899868873e-08
-0.23015978004060472 5.273151129282574e-08
-0.16817437187834738 4.930700132550802e-08
-0.10551608763407413 4.6357336266692556e-08
-0.042435626985371115 4.38156496917885e-08
0.02081462123622329 4.162917079681934e-08
0.08398158886857213 3.974826146868179e-08
0.1468125409603352 3.813644181078951e-08
0.20905608697917072 3.676341332476295e-08
0.27046318664082963 3.55974099679446e-08
0.3307881463347652 3.46193535372324e-08
0.3897896021594906 3.381213788778215e-08
0.4472314856345049 3.315867553715567e-08
0.5028839682249094 3.2644234546945446e-08
0.556524380899617 3.225447376009841e-08
0.6079381050439409 3.197523491325096e-08
0.6569194311619719 3.1792992435407456e-08
0.7032723819330149 3.169752358540011e-08
0.7468114963289934 3.167569083018876e-08
0.7873625716555133 3.1714904497193384e-08
0.824763360547638 3.1802830323331894e-08
0.8588642201316464 3.19274673493616e-08
0.8895287107554446 3.2075821818683054e-08
0.9166341418920663 3.2236730263130156e-08
0.9400720630320737 3.239848105673649e-08
0.959748697600766 3.2550795394857923e-08
0.9755853181640639 3.268458849792987e-08
0.9875185614218523 3.279189481511102e-08
0.9955006817284698 3.2867012829472124e-08
0.9994997421259953 3.290581795666079e-08
0.9994997421259953 3.290581795666079e-08
0.9955006817284698 3.2867012829472124e-08
0.9875185614218523 3.279189481511102e-08
0.975585318164064 3.268458849792987e-08
0.9597486976007661 3.2550795394857923e-08
0.9400720630320738 3.239848105673649e-08
0.9166341418920663 3.2236730263130156e-08
0.8895287107554446 3.2075821818683054e-08
0.8588642201316468 3.19274673493616e-08
0.8247633605476382 3.180283032333189e-08
0.7873625716555136 3.1714904497193384e-08
0.7468114963289934 3.167569083018876e-08
0.7032723819330152 3.16975235854001e-08
0.6569194311619723 3.179299243540746e-08
0.6079381050439413 3.197523491325097e-08
0.5565243808996174 3.225447376009841e-08
0.5028839682249094 3.2644234546945446e-08
0.44723148563450527 3.315867553715567e-08
0.3897896021594906 3.381213788778215e-08
0.33078814633476544 3.461935353723239e-08
0.27046318664083024 3.5597409967944583e-08
0.20905608697917072 3.676341332476295e-08
0.14681254096033564 3.813644181078949e-08
0.0839815888685719 3.974826146868179e-08
0.02081462123622351 4.162917079681934e-08
-0.04243562698537067 4.3815649691788475e-08
-0.10551608763407413 4.6357336266692556e-08
-0.16817437187834694 4.930700132550799e-08
-0.23015978004060406 5.273151129282568e-08
-0.2912243046621562 5.671484899868871e-08
-0.3511236227964161 6.136566762646995e-08
-0.409618073560152 6.68137462739568e-08
-0.4664736170315242 7.322061305169378e-08
-0.5214627706583195 8.079096802190793e-08
-0.5743655194297347 8.979177294007731e-08
-0.624970196170065 1.0056983104863633e-07
-0.6730743284321941 1.135693563286709e-07
-0.7184854486023945 1.2940747569785223e-07
-0.7610218639751803 1.4890374805129743e-07
-0.8005133837170779 1.7298106103203065e-07
-0.836801999810693 2.036496125637297e-07
-0.8697425192545837 2.432582366420154e-07
-0.8992031449894502 2.959376515938663e-07
-0.9250660032263394 3.6830067674861063e-07
-0.947227615066976 4.731040763913776e-07
-0.9655993105292454 6.356342958954771e-07
-0.9801075833212882 9.17722490179768e-07
-0.9906943849447265 1.5099647027232662e-06
-0.997317356950304 3.3510166599295955e-06
-0.9999500004166653 3.5378173081468244e-05
